STOCK,COMPANY_NAME,MARKET_CAP(CR),VOLUME,RELATIVE_VOLUME,PRICE,TREND_THREE,TREND_SIX,RSI,RSI_DIFF,ATR,ATR_DIFF,RSI_INDICATOR,UPTREND_INDICATOR,MOVING_AVG_IND,STRENGTH,CHART_INDICATOR,BREAKOUT,LAST_THREE_CANDEL,NADARAYA_WATSON,VOL_PRC_CORR,PRICE_DIFF,PEICE_GAP_PCTG,CDL_NME_YES,CDL_SCR_YES,CDL_NME_TDY,CDL_SCR_TDY
ABINFRA,A B Infrabuild Limited,291,4763.0,0.74,92.0,NO TREND,INCREASING,57.31,4.18,1.89,0.35,STAY,BUY,SELL,0.06,STAY,False,True,STAY,-0.38,0.0,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,"['DOJI', 'TRISTAR']",200
ABMINTLLTD,ABM International Limited,57,5302.0,1.96,69.72,NO TREND,INCREASING,52.19,-2.59,4.88,-3.4,STAY,SELL,SELL,0.11,STAY,False,False,STAY,0.15,-7.03,0.0,['SPINNINGTOP'],100,,-100
ABSLAMC,Aditya Birla Sun Life AMC Limited,13108,908517.0,1.8,883.5,INCREASING,INCREASING,72.16,5.43,30.48,-4.1,SELL,BUY,BUY,0.5,STRONG BUY,True,False,STAY,-0.04,3.94,0.0,,0,,0
ACC,ACC Limited,46790,873075.0,0.7,2206.7,DECREASING,INCREASING,48.35,9.95,77.53,-6.05,STAY,STRONG BUY,SELL,0.02,STRONG SELL,False,False,STAY,-0.62,4.19,0.0,,-100,,0
ACCELYA,Accelya Solutions India Limited,2507,88922.0,2.94,1530.15,DECREASING,INCREASING,38.58,9.97,45.71,-2.67,BUY,SELL,SELL,0.82,STRONG SELL,False,False,STAY,-0.02,2.35,0.07,,0,,0
ACCENTMIC,Accent Microcell Limited,517,3000.0,0.26,245.0,DECREASING,DECREASING,41.18,2.08,8.35,4.47,STAY,BUY,SELL,0.36,STAY,False,False,STAY,0.71,0.31,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'SPINNINGTOP']",300
ACCORD,Accord Synergy Limited,10,0.0,0.0,29.45,NO TREND,NO TREND,35.59,0.0,0.72,7.69,BUY,SELL,SELL,0.11,STRONG SELL,False,False,STAY,-0.09,0.0,0.0,,-100,['DOJI'],100
ACCURACY,Accuracy Shipping Limited,149,257305.0,1.19,9.66,DECREASING,DECREASING,47.8,8.3,0.48,0.37,STAY,BUY,SELL,0.33,STAY,False,False,STAY,0.27,3.32,0.0,,0,,0
ACE,Action Construction Equipment Limited,16989,192650.0,1.06,1292.25,DECREASING,INCREASING,50.14,3.77,51.91,0.85,STAY,BUY,STRONG BUY,0.04,STAY,False,True,STAY,0.12,2.48,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,,0
ACEINTEG,Ace Integrated Solutions Limited,31,27502.0,0.16,32.92,NO TREND,DECREASING,52.09,0.57,2.51,5.02,STAY,BUY,BUY,0.03,SELL,False,False,STAY,0.01,-1.97,0.0,,0,['HARAMI'],100
ACI,Archean Chemical Industries Limited,8255,245274.0,0.93,694.35,INCREASING,INCREASING,53.97,-4.68,26.08,0.04,STAY,BUY,BUY,0.56,STAY,False,False,STAY,-0.04,-2.2,0.0,,0,,0
ACL,Andhra Cements Limited,716,14458.0,0.82,80.72,DECREASING,DECREASING,40.95,1.91,2.91,3.31,STAY,BUY,SELL,0.69,STRONG SELL,False,False,STAY,0.07,-1.15,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,,0
ACLGATI,Allcargo Gati Limited,1251,244356.0,0.94,94.98,DECREASING,DECREASING,43.81,2.39,3.39,2.22,STAY,BUY,SELL,0.76,STRONG SELL,False,True,STAY,0.36,0.67,0.0,,0,['SPINNINGTOP'],100
ACSAL,Arvind and Company Shipping Agencies Limited,54,66000.0,2.75,85.0,DECREASING,INCREASING,22.33,-1.14,2.7,2.85,BUY,SELL,SELL,0.63,BUY,False,True,STAY,0.05,0.0,-4.71,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300
ADANIENSOL,Adani Energy Solutions Limited,114527,9030491.0,0.61,660.8,DECREASING,NO TREND,30.79,8.7,55.07,-2.48,BUY,SELL,SELL,0.94,STRONG SELL,False,False,STAY,-0.72,9.93,0.0,,0,,0
ADANIENT,Adani Enterprises Limited,364469,17500561.0,1.16,2397.8,DECREASING,INCREASING,35.48,14.89,141.39,-7.32,BUY,SELL,SELL,0.64,STRONG SELL,False,False,BUY,-0.82,9.99,0.0,,-100,,0
ADANIGREEN,Adani Green Energy Limited,290693,10994882.0,0.7,988.4,DECREASING,INCREASING,20.45,9.72,93.19,-2.06,BUY,SELL,SELL,0.99,STRONG SELL,False,False,STAY,-0.8,11.06,0.0,,-100,['ENGULFING'],100
ADANIPORTS,Adani Ports and Special Economic Zone Limited,289858,24433295.0,1.06,1199.95,DECREASING,INCREASING,39.21,10.42,62.37,-8.31,BUY,SELL,SELL,0.66,STRONG SELL,False,False,BUY,-0.74,8.89,0.0,,0,['ENGULFING'],100
ADANIPOWER,Adani Power Limited,205883,58086488.0,1.6,523.05,DECREASING,INCREASING,42.9,29.26,32.32,-14.44,STAY,SELL,SELL,0.64,STRONG SELL,False,False,BUY,-0.71,19.76,0.0,,0,['ENGULFING'],100
ADFFOODS,ADF Foods Limited,2031,694082.0,1.26,327.0,NO TREND,INCREASING,63.86,1.07,16.17,0.67,STAY,BUY,BUY,0.98,STRONG BUY,False,False,STAY,0.54,-0.61,0.0,['ENGULFING'],100,,-100
ADL,Archidply Decor Limited,45,1316.0,0.6,97.74,NO TREND,INCREASING,52.64,5.71,4.5,-5.02,STAY,BUY,BUY,0.08,STAY,False,False,STAY,0.4,2.73,0.0,,0,['ENGULFING'],100
ADORWELD,Ador Welding Limited,1864,12523.0,1.42,1190.4,DECREASING,INCREASING,37.73,8.64,44.75,-6.5,BUY,SELL,SELL,0.33,STRONG SELL,False,False,STAY,-0.33,3.89,0.0,,-100,['ENGULFING'],100
ADROITINFO,Adroit Infotech Limited,32,35622.0,0.9,22.28,INCREASING,INCREASING,48.3,1.08,1.88,0.95,STAY,SELL,SELL,0.47,STAY,False,False,STAY,0.74,-2.71,0.0,,0,,0
ADSL,Allied Digital Services Limited,769,213921.0,1.03,258.5,DECREASING,INCREASING,43.93,2.41,15.87,2.56,STAY,BUY,SELL,0.87,STAY,False,False,STAY,0.7,1.0,0.0,,-100,['SPINNINGTOP'],100
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,664,137576.0,1.28,70.76,NO TREND,INCREASING,55.16,1.06,2.98,2.54,STAY,BUY,BUY,0.0,STAY,False,False,STAY,0.1,-0.34,0.0,,0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",200
ADVENZYMES,Advanced Enzyme Technologies Limited,3896,227060.0,1.17,389.2,DECREASING,INCREASING,36.82,4.37,20.84,-0.67,BUY,SELL,SELL,0.29,SELL,False,False,BUY,-0.15,2.42,0.0,,0,,0
AEROFLEX,Aeroflex Industries Limited,1569,751581.0,1.4,192.96,DECREASING,INCREASING,50.71,5.99,8.23,-0.64,STAY,BUY,BUY,0.06,STAY,False,True,STAY,0.67,2.67,0.0,,0,,0
AETHER,Aether Industries Limited,10352,15223.0,0.61,820.65,DECREASING,DECREASING,36.32,3.35,24.44,4.47,BUY,BUY,SELL,0.04,STAY,False,False,STAY,0.51,0.69,0.0,,-100,['HARAMI'],100
AFFLE,Affle (India) Limited,14605,201800.0,0.82,1605.0,INCREASING,INCREASING,52.86,1.97,58.54,3.09,STAY,BUY,BUY,0.41,STAY,False,False,STAY,0.19,0.94,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,0
AGARIND,Agarwal Industrial Corporation Limited,1197,29315.0,1.35,1082.55,DECREASING,INCREASING,52.17,6.04,42.3,-3.74,STAY,BUY,STRONG BUY,0.29,STRONG SELL,False,True,STAY,-0.45,2.36,0.0,,0,,0
AGARWALFT,Agarwal Float Glass India Limited,38,7500.0,1.47,84.45,NO TREND,INCREASING,50.09,-9.41,3.73,-1.48,STAY,BUY,BUY,0.48,STAY,False,True,STAY,-0.11,0.0,-5.27,"['3WHITESOLDIERS', 'MARUBOZU']",200,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400
AGI,AGI Greenpac Limited,4700,111822.0,0.69,903.3,NO TREND,INCREASING,40.63,-2.05,39.63,3.62,STAY,BUY,SELL,0.0,STAY,False,False,STAY,0.5,-1.92,0.0,['HARAMI'],100,,-100
AGNI,Agni Green Power Limited,114,10000.0,0.35,35.9,DECREASING,INCREASING,37.96,0.0,1.56,3.26,BUY,SELL,SELL,0.52,STRONG SELL,False,True,STAY,-0.24,0.0,0.0,['DOJI'],100,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'HAMMER']",400
AGRITECH,Agri-Tech (India) Limited,134,88563.0,3.47,199.99,DECREASING,INCREASING,51.32,21.76,10.14,-19.61,STAY,BUY,STRONG BUY,0.53,BUY,False,False,STAY,0.15,9.98,0.0,,-100,,0
AGROPHOS,Agro Phos India Limited,73,51211.0,0.83,42.28,DECREASING,INCREASING,48.88,4.97,2.06,1.53,STAY,BUY,SELL,0.09,STAY,False,False,STAY,0.59,0.12,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
AGSTRA,AGS Transact Technologies Limited,818,315168.0,1.34,81.49,DECREASING,INCREASING,35.26,4.15,3.91,2.38,BUY,SELL,SELL,0.16,BUY,False,False,STAY,0.56,1.02,0.0,,0,,0
AGUL,A G Universal Limited,29,12000.0,3.75,60.8,DECREASING,NO TREND,61.84,4.74,2.0,-14.47,STAY,BUY,BUY,0.33,STRONG SELL,False,True,STAY,0.15,10.24,0.0,['DOJI'],100,,0
AHIMSA,Ahimsa Industries Limited,8,0.0,0.0,60.75,INCREASING,INCREASING,100.0,0.0,0.48,7.69,SELL,BUY,BUY,0.89,BUY,False,True,STAY,-0.12,0.0,0.0,['DOJI'],100,['DOJI'],100
AHL,Abans Holdings Limited,1335,33485.0,0.25,369.55,NO TREND,INCREASING,46.36,-1.44,18.11,4.15,STAY,BUY,SELL,0.07,STAY,False,False,STAY,0.28,-0.71,0.0,,0,,0
AHLADA,Ahlada Engineers Limited,141,43554.0,0.74,84.05,DECREASING,INCREASING,24.26,0.62,3.42,5.47,BUY,SELL,SELL,0.9,STRONG SELL,False,False,STAY,-0.63,-0.52,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,,0
AHLEAST,Asian Hotels (East) Limited,235,49546.0,2.35,167.54,DECREASING,INCREASING,56.22,8.73,8.75,-4.22,STAY,BUY,STRONG BUY,0.46,STAY,False,False,STAY,0.5,4.02,0.0,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500,"['MORNINGDOJISTAR', 'MORNINGSTAR']",200
AHLUCONT,Ahluwalia Contracts (India) Limited,6842,34625.0,0.67,988.45,DECREASING,INCREASING,40.47,1.21,38.45,3.2,STAY,SELL,SELL,0.48,STRONG SELL,False,True,STAY,0.32,0.05,0.0,['MARUBOZU'],100,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",300
AHLWEST,Asian Hotels (West) Limited,0,0.0,,144.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AIAENG,AIA Engineering Limited,36928,29207.0,0.87,3448.0,DECREASING,INCREASING,25.87,-2.01,97.91,1.43,BUY,SELL,SELL,0.86,STRONG SELL,False,False,STAY,0.04,-1.68,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",300,,-300
AIFL,Ashapura Intimates Fashion Limited,0,0.0,,1.55,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AILIMITED,Abhishek Integrations Limited,21,3000.0,2.0,72.35,DECREASING,INCREASING,58.94,9.7,1.91,-6.03,STAY,BUY,STRONG BUY,0.85,STRONG SELL,False,True,STAY,-0.04,0.0,4.7,['DOJI'],100,['DOJI'],100
AIRAN,Airan Limited,290,241419.0,1.23,31.01,DECREASING,INCREASING,41.46,5.89,2.06,0.89,STAY,SELL,SELL,0.09,BUY,False,False,STAY,-0.42,3.4,0.0,,0,,0
AIROLAM,Airo Lam limited,230,10713.0,1.63,124.56,DECREASING,INCREASING,52.74,5.71,6.39,0.84,STAY,SELL,BUY,0.62,STAY,False,False,STAY,0.24,-1.91,0.0,['ENGULFING'],100,,0
AISL,ANI Integrated Services Limited,72,0.0,0.0,190.0,NO TREND,INCREASING,44.77,0.0,2.7,7.69,STAY,BUY,SELL,0.12,STAY,False,True,STAY,-0.4,0.0,0.0,['DOJI'],100,['DOJI'],100
AJANTPHARM,Ajanta Pharma Limited,28582,35909.0,0.48,3026.8,DECREASING,INCREASING,47.21,2.88,102.52,0.98,STAY,BUY,BUY,0.01,STAY,False,True,STAY,0.19,1.16,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,0
AJMERA,Ajmera Realty & Infra India Limited,2564,298155.0,1.77,1044.85,INCREASING,INCREASING,70.13,3.12,65.6,-1.1,SELL,BUY,BUY,0.38,STRONG BUY,True,True,STAY,-0.52,2.64,0.0,,0,,0
AJOONI,Ajooni Biotech Limited,51,516551.0,0.84,7.73,NO TREND,INCREASING,45.16,0.26,0.44,2.49,STAY,BUY,BUY,0.0,STAY,False,False,STAY,-0.11,0.13,0.0,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",300
AJRINFRA,AJR INFRA AND TOLLING LIMITED,0,0.0,,0.7,NO TREND,DECREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,SELL,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AKASH,Akash Infra-Projects Limited,52,9341.0,0.67,33.75,DECREASING,INCREASING,43.53,-0.49,2.14,3.05,STAY,BUY,SELL,0.0,STAY,False,False,STAY,0.21,-2.74,0.0,,0,,0
AKG,Akg Exim Limited,56,32463.0,1.68,17.98,DECREASING,DECREASING,39.71,3.59,0.86,0.99,BUY,BUY,SELL,0.73,STAY,False,False,STAY,0.19,2.22,0.0,,0,,0
AKI,AKI India Limited,134,278319.0,2.38,17.66,DECREASING,NO TREND,36.22,-0.69,1.02,4.68,BUY,BUY,SELL,0.25,STAY,False,False,STAY,-0.23,-0.56,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",100
AKSHAR,Akshar Spintex Limited,67,6989637.0,2.22,0.71,DECREASING,DECREASING,20.42,2.13,0.03,-0.42,BUY,SELL,SELL,0.05,STRONG SELL,False,True,STAY,0.02,4.41,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",200,['MARUBOZU'],100
AKSHARCHEM,AksharChem India Limited,203,7074.0,1.19,299.95,NO TREND,INCREASING,44.28,-0.28,11.19,4.7,STAY,BUY,SELL,0.33,STAY,False,False,STAY,-0.11,-1.19,0.0,,0,,0
AKSHOPTFBR,Aksh Optifibre Limited,130,663675.0,1.33,9.99,NO TREND,DECREASING,47.04,5.95,0.77,-1.35,STAY,BUY,SELL,0.08,STAY,False,False,STAY,0.65,3.42,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",200,,0
AKZOINDIA,Akzo Nobel India Limited,10859,24213.0,1.23,3732.4,DECREASING,INCREASING,41.26,7.78,182.62,-0.55,STAY,SELL,SELL,0.22,STAY,False,False,BUY,0.52,3.53,0.0,,0,['ENGULFING'],100
ALANKIT,Alankit Limited,398,557561.0,1.16,20.85,NO TREND,INCREASING,44.15,-0.07,1.01,2.29,STAY,BUY,SELL,0.3,STAY,False,False,STAY,0.24,-0.33,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",0
ALBERTDAVD,Albert David Limited,614,3918.0,1.22,1276.15,DECREASING,INCREASING,36.19,1.85,48.01,5.22,BUY,BUY,SELL,0.71,STRONG SELL,False,False,STAY,0.21,0.1,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
ALCHEM,Alchemist Limited,0,0.0,,3.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ALEMBICLTD,Alembic Limited,2142,257961.0,0.69,129.56,NO TREND,INCREASING,46.36,0.69,4.77,3.99,STAY,BUY,STRONG BUY,0.0,STAY,False,True,STAY,0.28,0.08,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
ALICON,Alicon Castalloy Limited,1327,31774.0,1.26,1069.65,DECREASING,INCREASING,24.52,-0.74,50.61,2.58,BUY,SELL,SELL,0.94,STRONG SELL,False,False,STAY,-0.75,-1.37,0.0,,0,,0
ALKALI,Alkali Metals Limited,105,5324.0,0.59,115.08,NO TREND,INCREASING,44.49,0.87,5.2,1.56,STAY,BUY,SELL,0.03,STAY,False,False,STAY,0.21,1.08,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS']",500,['ENGULFING'],100
ALKEM,Alkem Laboratories Limited,59089,163832.0,0.12,5449.85,DECREASING,INCREASING,31.26,-1.17,163.64,1.69,BUY,SELL,SELL,0.75,STRONG SELL,False,False,STAY,-0.28,-0.86,0.0,,0,,0
ALKYLAMINE,Alkyl Amines Chemicals Limited,9273,30818.0,1.24,1962.75,DECREASING,DECREASING,32.93,3.54,63.85,-1.74,BUY,BUY,SELL,0.97,STRONG SELL,False,True,STAY,0.3,0.65,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,['SPINNINGTOP'],100
ALLCARGO,Allcargo Logistics Limited,7036,1597375.0,0.92,53.56,DECREASING,DECREASING,38.52,5.85,1.65,1.35,BUY,BUY,SELL,0.46,BUY,False,False,STAY,-0.16,1.81,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS', 'SPINNINGTOP']",600,['3INSIDE'],100
ALLETEC,All E Technologies Limited,507,26800.0,0.55,546.5,INCREASING,INCREASING,61.34,-4.15,30.25,0.32,STAY,BUY,BUY,0.95,STRONG BUY,False,False,STAY,0.29,-2.76,0.0,,-100,,0
ALLSEC,Allsec Technologies Limited,1113,65936.0,1.96,1000.25,DECREASING,INCREASING,56.4,7.31,47.24,-2.89,STAY,SELL,BUY,0.38,STAY,False,False,STAY,-0.12,5.47,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",200,,0
ALMONDZ,Almondz Global Securities Limited,279,238654.0,2.99,26.99,DECREASING,INCREASING,27.52,0.0,1.04,3.69,BUY,BUY,SELL,1.0,STRONG SELL,False,True,STAY,0.2,2.04,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'TRISTAR']",400,['MARUBOZU'],100
