STOCK,COMPANY_NAME,MARKET_CAP(CR),VOLUME,RELATIVE_VOLUME,PRICE,TREND_THREE,TREND_SIX,RSI,RSI_DIFF,ATR,ATR_DIFF,RSI_INDICATOR,UPTREND_INDICATOR,MOVING_AVG_IND,STRENGTH,CHART_INDICATOR,BREAKOUT,LAST_THREE_CANDEL,NADARAYA_WATSON,VOL_PRC_CORR,PRICE_DIFF,PEICE_GAP_PCTG,CDL_NME_YES,CDL_SCR_YES,CDL_NME_TDY,CDL_SCR_TDY
AARTIDRUGS,Aarti Drugs Limited,3992,148329.0,1.33,460.8,DECREASING,INCREASING,35.85,3.01,11.63,1.51,BUY,SELL,SELL,0.65,STRONG SELL,False,False,STAY,-0.27,-0.9,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,,0
AARTIIND,Aarti Industries Limited,24126,600509.0,0.43,448.3,DECREASING,INCREASING,41.36,-0.02,15.8,4.41,STAY,SELL,SELL,0.66,STRONG SELL,False,False,STAY,-0.22,0.25,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'SPINNINGTOP']",300
AARTIPHARM,Aarti Pharmalabs Limited,3941,85810.0,0.97,633.9,INCREASING,INCREASING,50.29,2.63,26.83,3.09,STAY,BUY,SELL,0.26,STAY,False,False,STAY,0.09,1.77,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",100,['ENGULFING'],100
AARTISURF,Aarti Surfactants Limited,419,19136.0,2.09,638.7,DECREASING,INCREASING,30.53,-2.22,33.88,-1.64,BUY,SELL,SELL,0.99,STRONG SELL,False,False,STAY,-0.38,-2.89,0.0,,0,,-100
AARVEEDEN,Aarvee Denims & Exports Limited,55,6405.0,1.22,76.96,INCREASING,INCREASING,91.42,0.73,1.61,0.54,SELL,BUY,BUY,0.86,STRONG BUY,False,True,STAY,-0.47,0.0,1.95,['DOJI'],100,['DOJI'],100
AARVI,Aarvi Encon Limited,176,7351.0,0.64,137.85,DECREASING,INCREASING,39.18,2.78,7.7,4.81,BUY,SELL,SELL,0.42,STAY,False,False,STAY,0.39,0.62,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,,0
AATMAJ,Aatmaj Healthcare Limited,70,16000.0,0.87,25.5,NO TREND,DECREASING,46.4,2.49,1.13,3.6,STAY,SELL,SELL,0.27,STAY,False,True,STAY,0.65,1.59,0.0,,0,,0
AAVAS,Aavas Financiers Limited,10412,87062.0,1.4,1673.15,DECREASING,NO TREND,46.98,1.2,35.54,2.88,STAY,BUY,BUY,0.07,STAY,False,False,STAY,-0.2,0.17,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,"['HIGHWAVE', 'SPINNINGTOP']",200
ABAN,Aban Offshore Limited,290,26661.0,0.64,64.77,DECREASING,INCREASING,50.17,1.81,2.54,4.03,STAY,BUY,BUY,0.07,STAY,False,False,STAY,0.22,0.59,0.0,,0,,0
ABB,ABB India Limited,134791,191925.0,0.43,7421.25,DECREASING,INCREASING,45.35,0.77,244.49,4.64,STAY,BUY,BUY,0.14,STRONG SELL,False,False,SELL,-0.2,-0.18,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",0
ABCAPITAL,Aditya Birla Capital Limited,45603,2753527.0,1.08,194.33,DECREASING,INCREASING,43.28,0.66,6.22,3.22,STAY,SELL,SELL,0.22,STRONG SELL,False,False,STAY,0.15,-0.34,0.0,"['DOJI', 'LONGLEGGEDDOJI']",100,,-100
ABCOTS,A B Cotspin India Limited,251,26000.0,2.86,387.4,NO TREND,INCREASING,65.66,2.86,5.63,-2.63,STAY,BUY,BUY,0.01,STAY,False,True,STAY,0.36,0.0,1.95,['DOJI'],100,['DOJI'],100
ABFRL,Aditya Birla Fashion and Retail Limited,19509,1876230.0,0.36,313.75,DECREASING,INCREASING,53.86,-1.66,10.37,3.5,STAY,BUY,BUY,0.17,STRONG SELL,False,False,SELL,-0.12,-0.65,0.0,,0,,0
ABHISHEK,Abhishek Corporation Limited,0,0.0,,180.0,NO TREND,INCREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ABINFRA,A B Infrabuild Limited,291,16750.0,1.98,95.65,NO TREND,INCREASING,64.38,3.31,1.86,0.05,STAY,BUY,BUY,0.03,STAY,False,True,STAY,-0.1,0.0,1.93,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300,['DOJI'],100
ABMINTLLTD,ABM International Limited,57,2242.0,0.98,72.28,DECREASING,INCREASING,54.04,3.26,4.46,-3.14,STAY,SELL,SELL,0.26,STAY,False,False,STAY,0.17,5.06,0.0,"['DOJI', 'DOJISTAR', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'HAMMER', 'HIGHWAVE', 'SPINNINGTOP']",700,"['MORNINGDOJISTAR', 'MORNINGSTAR']",200
ABSLAMC,Aditya Birla Sun Life AMC Limited,13108,189612.0,0.48,865.2,INCREASING,INCREASING,63.51,-3.23,30.79,0.45,STAY,BUY,BUY,0.97,STRONG BUY,False,False,STAY,-0.04,-1.7,0.0,,0,,0
ACC,ACC Limited,46790,843260.0,1.53,2222.55,DECREASING,INCREASING,51.07,3.33,76.24,1.81,STAY,STRONG BUY,SELL,0.48,STRONG SELL,False,False,STAY,-0.62,1.94,0.0,,0,['ENGULFING'],100
ACCELYA,Accelya Solutions India Limited,2507,10276.0,0.32,1559.9,DECREASING,INCREASING,46.84,1.76,52.91,1.58,STAY,SELL,BUY,0.76,STRONG SELL,False,True,STAY,-0.02,0.31,0.0,"['HIGHWAVE', 'SPINNINGTOP']",200,"['HIGHWAVE', 'SPINNINGTOP']",200
ACCENTMIC,Accent Microcell Limited,517,17000.0,1.42,257.6,DECREASING,DECREASING,45.67,4.61,8.99,1.92,STAY,BUY,BUY,0.0,STAY,False,True,STAY,0.69,1.82,0.4,,0,,0
ACCORD,Accord Synergy Limited,10,4000.0,0.59,30.95,NO TREND,NO TREND,39.48,11.17,0.84,-5.99,BUY,SELL,SELL,0.04,STRONG SELL,False,True,STAY,-0.08,0.0,4.85,['DOJI'],100,['DOJI'],100
ACCURACY,Accuracy Shipping Limited,149,285694.0,1.17,9.83,DECREASING,DECREASING,48.2,-0.47,0.53,-2.51,STAY,BUY,BUY,0.05,STAY,False,False,STAY,0.33,-0.3,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",0
ACE,Action Construction Equipment Limited,16989,143787.0,0.95,1308.1,NO TREND,INCREASING,50.11,2.68,52.45,1.85,STAY,SELL,BUY,0.12,STAY,False,False,STAY,-0.11,1.4,0.0,,0,,0
ACEINTEG,Ace Integrated Solutions Limited,31,12402.0,0.07,32.35,NO TREND,DECREASING,50.23,0.12,2.35,2.14,STAY,SELL,SELL,0.19,SELL,False,False,STAY,0.03,1.41,0.0,"['DOJI', 'LONGLEGGEDDOJI']",100,,0
ACI,Archean Chemical Industries Limited,8255,371493.0,1.25,712.45,INCREASING,INCREASING,58.46,5.94,26.18,-1.62,STAY,BUY,BUY,0.81,STAY,False,False,STAY,-0.05,3.4,0.0,,0,,0
ACL,Andhra Cements Limited,716,80331.0,2.69,79.8,DECREASING,DECREASING,42.3,-9.66,3.27,-7.46,STAY,SELL,STRONG SELL,0.65,STAY,False,False,STAY,0.02,-4.99,0.0,,0,,-100
ACLGATI,Allcargo Gati Limited,1251,354741.0,1.5,93.61,DECREASING,DECREASING,38.24,-2.23,2.81,0.11,BUY,BUY,SELL,0.8,STRONG SELL,False,False,STAY,0.28,-1.65,0.0,,-100,,0
ACSAL,Arvind and Company Shipping Agencies Limited,54,9000.0,0.35,88.4,DECREASING,INCREASING,33.58,3.64,3.7,4.16,BUY,SELL,SELL,0.25,BUY,False,True,STAY,0.2,0.0,1.92,"['DOJI', 'TRISTAR']",200,['DOJI'],100
ADANIENSOL,Adani Energy Solutions Limited,114527,30916342.0,2.21,840.5,DECREASING,NO TREND,49.03,10.95,63.11,-9.72,STAY,STRONG BUY,SELL,0.66,STRONG SELL,False,True,BUY,-0.6,12.37,2.04,,0,,0
ADANIENT,Adani Enterprises Limited,364469,8190623.0,0.74,2463.15,DECREASING,INCREASING,39.77,1.33,146.5,1.39,BUY,SELL,SELL,0.59,STRONG SELL,False,False,STAY,-0.84,-0.04,0.0,"['DOJI', 'LONGLEGGEDDOJI']",-100,"['DOJI', 'LONGLEGGEDDOJI']",0
ADANIGREEN,Adani Green Energy Limited,290693,23754400.0,1.51,1323.9,DECREASING,INCREASING,45.77,15.88,108.57,-12.2,STAY,STRONG BUY,SELL,0.14,STRONG SELL,False,True,BUY,-0.75,15.22,4.51,['MARUBOZU'],100,,0
ADANIPORTS,Adani Ports and Special Economic Zone Limited,289858,9409628.0,0.72,1190.05,DECREASING,INCREASING,40.24,2.95,61.65,1.7,STAY,SELL,SELL,0.68,STRONG SELL,False,False,STAY,-0.75,1.28,0.0,,-100,,0
ADANIPOWER,Adani Power Limited,205883,45957166.0,1.08,554.8,DECREASING,INCREASING,50.89,-1.26,36.45,-1.75,STAY,BUY,BUY,0.42,STRONG SELL,False,False,SELL,-0.56,-1.11,0.0,,0,,-100
ADFFOODS,ADF Foods Limited,2031,327523.0,0.68,332.65,INCREASING,INCREASING,63.97,-0.2,16.0,0.96,STAY,BUY,BUY,0.82,STRONG BUY,False,False,STAY,0.45,-0.11,0.0,['ENGULFING'],100,"['DOJI', 'LONGLEGGEDDOJI']",0
ADL,Archidply Decor Limited,45,2052.0,0.96,95.98,NO TREND,INCREASING,49.58,0.02,4.81,0.39,STAY,BUY,BUY,0.0,STAY,False,True,STAY,0.26,3.24,0.0,,0,,0
ADORWELD,Ador Welding Limited,1864,4620.0,0.5,1196.05,DECREASING,INCREASING,41.35,-3.22,46.58,2.74,STAY,SELL,SELL,0.47,STRONG SELL,False,False,STAY,-0.33,-0.75,0.0,,0,,-100
ADROITINFO,Adroit Infotech Limited,32,29965.0,0.82,22.06,INCREASING,INCREASING,49.07,-1.23,1.84,0.83,STAY,SELL,SELL,0.43,STAY,False,False,STAY,0.73,3.04,0.0,,0,['INVERTEDHAMMER'],100
ADSL,Allied Digital Services Limited,769,184027.0,0.69,264.2,DECREASING,INCREASING,46.55,-1.61,13.26,3.52,STAY,SELL,STRONG SELL,0.9,STAY,False,False,STAY,0.65,-1.4,0.0,,0,,0
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,664,55866.0,0.47,71.08,NO TREND,INCREASING,57.06,2.08,2.95,-0.02,STAY,BUY,BUY,0.0,STAY,False,False,STAY,0.22,0.61,0.0,,-100,['SPINNINGTOP'],100
ADVENZYMES,Advanced Enzyme Technologies Limited,3896,118703.0,0.59,378.15,DECREASING,INCREASING,32.43,-1.59,21.54,3.69,BUY,SELL,SELL,0.71,STRONG SELL,False,False,STAY,-0.13,-1.66,0.0,,0,,0
AEROFLEX,Aeroflex Industries Limited,1569,7476377.0,3.11,213.87,NO TREND,INCREASING,66.83,6.86,9.33,-5.9,STAY,BUY,BUY,0.75,STRONG BUY,True,True,STAY,0.73,5.04,0.0,,0,,0
AETHER,Aether Industries Limited,10352,20530.0,0.9,822.65,NO TREND,DECREASING,37.89,-0.53,23.37,3.17,BUY,BUY,SELL,0.06,STAY,False,False,STAY,0.46,-1.33,0.0,"['3INSIDE', 'DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500,,-100
AFFLE,Affle (India) Limited,14605,384599.0,1.26,1619.25,INCREASING,INCREASING,55.43,2.69,55.43,2.37,STAY,BUY,BUY,0.53,STAY,False,False,STAY,0.26,1.2,0.0,,0,,0
AGARIND,Agarwal Industrial Corporation Limited,1197,93391.0,1.54,1189.3,NO TREND,INCREASING,64.79,1.71,47.36,0.16,STAY,BUY,BUY,0.05,BUY,True,True,STAY,0.46,0.8,0.0,,0,['SPINNINGTOP'],100
AGARWALFT,Agarwal Float Glass India Limited,38,3000.0,0.71,84.0,NO TREND,INCREASING,48.55,-0.95,2.61,6.22,STAY,BUY,BUY,0.53,STAY,False,False,STAY,-0.16,-0.41,0.0,['MARUBOZU'],100,,-100
AGI,AGI Greenpac Limited,4700,115553.0,0.55,959.3,NO TREND,INCREASING,53.96,-0.89,43.67,3.33,STAY,BUY,BUY,0.0,STAY,False,False,STAY,0.45,-1.61,0.0,,0,,0
AGNI,Agni Green Power Limited,114,25000.0,1.52,33.8,DECREASING,INCREASING,31.41,-3.81,1.38,-2.61,BUY,SELL,SELL,0.76,STRONG SELL,False,False,STAY,-0.23,-3.43,0.0,,0,,0
AGRITECH,Agri-Tech (India) Limited,134,8559.0,0.31,199.98,DECREASING,INCREASING,49.93,-2.21,10.45,1.2,STAY,SELL,BUY,0.16,BUY,False,False,STAY,0.18,-1.3,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",300,,0
AGROPHOS,Agro Phos India Limited,73,43386.0,1.0,42.74,DECREASING,INCREASING,52.52,2.47,2.26,2.14,STAY,BUY,STRONG BUY,0.1,STAY,False,False,STAY,0.62,1.83,0.0,,-100,,0
AGSTRA,AGS Transact Technologies Limited,818,692526.0,1.88,77.16,DECREASING,INCREASING,31.99,-3.86,4.26,-3.47,BUY,SELL,SELL,1.0,STRONG SELL,False,False,STAY,0.48,-3.87,0.0,,-100,,0
AGUL,A G Universal Limited,29,14000.0,1.46,54.95,DECREASING,NO TREND,46.83,-5.46,2.33,-8.82,STAY,BUY,BUY,0.14,STRONG SELL,False,False,STAY,0.07,0.0,0.0,,-100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400
AHIMSA,Ahimsa Industries Limited,8,0.0,,60.75,INCREASING,INCREASING,100.0,0.0,0.41,7.69,SELL,BUY,BUY,0.76,BUY,False,True,STAY,-0.19,0.0,0.0,['DOJI'],100,['DOJI'],100
AHL,Abans Holdings Limited,1335,43563.0,0.65,364.5,NO TREND,INCREASING,46.4,-0.66,17.63,4.24,STAY,BUY,SELL,0.07,STAY,False,False,STAY,0.3,-0.69,0.0,,0,,0
AHLADA,Ahlada Engineers Limited,141,783256.0,3.81,103.28,DECREASING,INCREASING,62.11,30.22,4.44,-22.17,STAY,STRONG BUY,STRONG BUY,0.5,STRONG SELL,True,False,STAY,0.12,18.71,0.0,"['HIGHWAVE', 'SPINNINGTOP']",200,,0
AHLEAST,Asian Hotels (East) Limited,235,15145.0,0.56,170.07,DECREASING,INCREASING,52.41,-1.3,10.67,3.45,STAY,SELL,BUY,0.17,STAY,False,False,SELL,0.48,-1.72,0.0,,0,,0
AHLUCONT,Ahluwalia Contracts (India) Limited,6842,102362.0,2.1,1001.2,DECREASING,INCREASING,41.33,-0.04,36.77,4.15,STAY,SELL,SELL,0.75,STRONG SELL,False,True,STAY,0.27,0.12,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
AHLWEST,Asian Hotels (West) Limited,0,0.0,,144.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AIAENG,AIA Engineering Limited,36928,96691.0,2.19,3499.25,DECREASING,INCREASING,27.85,2.8,101.2,1.69,BUY,BUY,SELL,0.33,STRONG SELL,False,False,STAY,0.02,0.59,0.0,['HARAMI'],100,,0
AIFL,Ashapura Intimates Fashion Limited,0,0.0,,1.55,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AILIMITED,Abhishek Integrations Limited,21,19500.0,3.1,73.15,DECREASING,INCREASING,55.61,-7.95,1.68,-24.31,STAY,BUY,BUY,0.6,STRONG SELL,False,False,STAY,0.11,-7.99,0.0,['DOJI'],100,,-100
AIRAN,Airan Limited,290,123612.0,0.77,30.77,DECREASING,INCREASING,39.28,-1.48,2.02,4.07,BUY,SELL,SELL,0.55,BUY,False,False,STAY,-0.59,-2.13,0.0,,-200,,0
AIROLAM,Airo Lam limited,230,4819.0,0.68,124.21,DECREASING,INCREASING,52.69,3.97,6.55,-2.39,STAY,BUY,BUY,0.37,STAY,False,False,STAY,0.18,2.75,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,0
AISL,ANI Integrated Services Limited,72,2400.0,4.0,182.5,NO TREND,INCREASING,38.52,-4.23,2.7,-2.86,BUY,SELL,SELL,0.01,STAY,False,True,STAY,-0.39,0.0,-2.03,['DOJI'],100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300
AJANTPHARM,Ajanta Pharma Limited,28582,129504.0,1.57,3022.55,NO TREND,INCREASING,48.83,8.12,114.55,-1.01,STAY,BUY,STRONG BUY,0.05,STAY,False,False,STAY,-0.04,2.74,0.0,,-100,,0
AJMERA,Ajmera Realty & Infra India Limited,2564,169706.0,0.71,1088.15,INCREASING,INCREASING,73.26,2.51,57.06,-0.52,SELL,BUY,BUY,0.74,STRONG BUY,False,False,STAY,-0.19,2.78,0.0,"['DOJI', 'LONGLEGGEDDOJI']",-100,,0
AJOONI,Ajooni Biotech Limited,51,344054.0,0.65,7.57,NO TREND,INCREASING,44.58,0.84,0.46,0.97,STAY,BUY,SELL,0.0,STAY,False,False,STAY,0.0,-0.66,0.0,,0,,0
AJRINFRA,AJR INFRA AND TOLLING LIMITED,0,0.0,,0.7,NO TREND,DECREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,SELL,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AKASH,Akash Infra-Projects Limited,52,53296.0,1.68,36.27,NO TREND,INCREASING,55.83,8.59,2.37,0.23,STAY,BUY,STRONG BUY,0.0,STAY,False,False,STAY,0.3,4.22,0.0,,0,['MARUBOZU'],100
AKG,Akg Exim Limited,56,33843.0,1.57,18.61,DECREASING,DECREASING,52.27,7.43,0.89,0.3,STAY,BUY,STRONG BUY,0.39,STAY,False,True,STAY,0.15,2.7,0.0,,0,,0
AKI,AKI India Limited,134,350848.0,1.83,17.88,DECREASING,NO TREND,42.14,2.87,1.09,3.66,STAY,BUY,SELL,0.48,STAY,False,False,STAY,-0.48,-0.11,0.0,,-100,"['DOJI', 'LONGLEGGEDDOJI']",0
AKSHAR,Akshar Spintex Limited,67,2657180.0,0.81,0.69,DECREASING,DECREASING,21.23,-0.65,0.02,4.59,BUY,SELL,SELL,0.46,STRONG SELL,False,False,STAY,0.22,-1.43,0.0,['DOJI'],0,,-100
AKSHARCHEM,AksharChem India Limited,203,3631.0,0.79,308.15,NO TREND,INCREASING,54.14,7.68,12.1,1.37,STAY,BUY,STRONG BUY,0.45,STAY,False,False,STAY,0.01,2.65,0.0,,0,,0
AKSHOPTFBR,Aksh Optifibre Limited,130,322754.0,0.72,9.73,DECREASING,DECREASING,45.59,0.0,0.69,4.02,STAY,SELL,SELL,0.13,STAY,False,False,STAY,0.71,-0.92,0.0,,0,,0
AKZOINDIA,Akzo Nobel India Limited,10859,11840.0,0.6,3707.2,DECREASING,INCREASING,43.93,-1.31,155.98,3.41,STAY,SELL,SELL,0.3,STAY,False,False,STAY,0.54,-0.85,0.0,,0,,0
ALANKIT,Alankit Limited,398,364572.0,0.88,21.11,NO TREND,INCREASING,47.92,-0.95,1.02,2.5,STAY,SELL,SELL,0.3,STAY,False,False,STAY,0.28,-1.81,0.0,,-100,,0
ALBERTDAVD,Albert David Limited,614,3297.0,0.84,1292.2,DECREASING,INCREASING,43.7,5.48,47.93,2.07,STAY,BUY,SELL,0.71,STRONG SELL,False,True,STAY,0.21,0.17,0.0,['INVERTEDHAMMER'],100,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
ALCHEM,Alchemist Limited,0,0.0,,3.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ALEMBICLTD,Alembic Limited,2142,486960.0,1.15,131.37,NO TREND,INCREASING,51.19,0.21,5.0,1.14,STAY,BUY,BUY,0.0,STAY,False,False,STAY,0.35,-0.85,0.0,,0,,-100
ALICON,Alicon Castalloy Limited,1327,45106.0,1.23,1043.0,DECREASING,INCREASING,24.13,1.08,55.02,-0.13,BUY,SELL,SELL,0.95,STRONG SELL,False,False,STAY,-0.8,-1.04,0.0,,0,['HARAMI'],0
ALKALI,Alkali Metals Limited,105,19339.0,0.97,116.26,NO TREND,INCREASING,47.3,-5.44,5.34,-0.08,STAY,BUY,BUY,0.05,STAY,False,False,STAY,0.32,-2.53,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,0
ALKEM,Alkem Laboratories Limited,59089,289092.0,0.21,5642.45,DECREASING,INCREASING,46.91,12.16,170.31,-1.02,STAY,SELL,STRONG BUY,0.52,STRONG SELL,False,False,STAY,-0.26,3.11,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,['MARUBOZU'],100
ALKYLAMINE,Alkyl Amines Chemicals Limited,9273,18926.0,0.79,1964.8,DECREASING,DECREASING,36.18,-0.83,65.01,2.67,BUY,SELL,SELL,0.31,STRONG SELL,False,False,STAY,0.33,-0.93,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,-100
ALLCARGO,Allcargo Logistics Limited,7036,1103386.0,0.69,53.72,DECREASING,DECREASING,38.92,-0.54,1.59,2.23,BUY,SELL,SELL,0.19,BUY,False,False,STAY,-0.12,-0.33,0.0,,-100,,-200
ALLETEC,All E Technologies Limited,507,55600.0,1.22,588.45,INCREASING,INCREASING,69.06,2.06,31.68,-2.2,STAY,BUY,BUY,0.98,STRONG BUY,False,False,STAY,0.23,2.55,0.0,['MARUBOZU'],100,,0
ALMONDZ,Almondz Global Securities Limited,279,109065.0,0.94,27.94,DECREASING,INCREASING,36.38,5.23,0.98,3.44,BUY,BUY,SELL,0.86,STRONG SELL,False,True,STAY,0.02,0.0,1.93,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300,['DOJI'],100
ALOKINDS,Alok Industries Limited,12835,3810551.0,0.67,21.28,DECREASING,INCREASING,45.84,-0.58,0.73,4.13,STAY,SELL,SELL,0.85,STRONG SELL,False,False,STAY,0.07,-0.7,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,['HAMMER'],100
ALPA,Alpa Laboratories Limited,175,10983.0,0.74,111.56,NO TREND,INCREASING,44.96,2.33,3.43,4.38,STAY,BUY,STRONG BUY,0.0,STAY,False,False,STAY,-0.05,0.5,0.0,,0,,0
ALPEXSOLAR,Alpex Solar Limited,813,66400.0,0.64,812.05,NO TREND,INCREASING,35.83,-1.29,43.27,0.78,BUY,BUY,SELL,0.01,STAY,False,False,STAY,0.16,-1.09,0.0,,0,,-100
ALPHAGEO,Alphageo (India) Limited,208,5801.0,0.66,370.05,DECREASING,INCREASING,40.76,1.99,17.34,3.03,STAY,BUY,SELL,0.64,SELL,False,False,STAY,-0.15,-0.52,0.0,['3INSIDE'],100,,0
ALPSINDUS,Alps Industries Limited,7,0.0,0.0,3.79,INCREASING,INCREASING,44.9,0.0,0.13,7.69,STAY,BUY,SELL,0.08,STAY,False,True,STAY,-0.53,0.0,0.0,['DOJI'],100,['DOJI'],100
