STOCK,COMPANY_NAME,MARKET_CAP(CR),VOLUME,RELATIVE_VOLUME,PRICE,TREND_THREE,TREND_SIX,RSI,RSI_DIFF,ATR,ATR_DIFF,RSI_INDICATOR,UPTREND_INDICATOR,MOVING_AVG_IND,STRENGTH,CHART_INDICATOR,BREAKOUT,LAST_THREE_CANDEL,NADARAYA_WATSON,VOL_PRC_CORR,PRICE_DIFF,PEICE_GAP_PCTG,CDL_NME_YES,CDL_SCR_YES,CDL_NME_TDY,CDL_SCR_TDY
ABMINTLLTD,ABM International Limited,57,926.0,1.11,66.37,INCREASING,INCREASING,40.48,-2.76,4.6,1.84,STAY,SELL,SELL,0.28,STAY,False,True,STAY,0.4,0.0,-5.27,['DOJI'],100,['DOJI'],100
ABSLAMC,Aditya Birla Sun Life AMC Limited,13108,334086.0,1.33,804.05,INCREASING,INCREASING,56.35,2.1,31.2,-0.94,STAY,BUY,BUY,0.7,STRONG BUY,False,False,STAY,0.14,0.51,0.0,,0,,0
ACC,ACC Limited,46790,69243.0,0.48,2273.7,DECREASING,INCREASING,36.94,0.16,54.69,2.75,BUY,BUY,SELL,0.0,STAY,False,False,STAY,-0.08,-0.4,0.0,,0,,-100
ACCELYA,Accelya Solutions India Limited,2507,3881.0,0.45,1572.0,DECREASING,INCREASING,32.76,-0.74,45.16,3.54,BUY,SELL,SELL,0.13,STAY,False,False,STAY,0.44,-0.78,0.0,,0,,0
ACCENTMIC,Accent Microcell Limited,517,15000.0,1.06,253.95,DECREASING,DECREASING,43.33,-1.84,9.64,4.26,STAY,SELL,SELL,0.49,STAY,False,False,STAY,0.4,-0.41,0.0,,0,,-100
ACCORD,Accord Synergy Limited,10,0.0,0.0,34.8,DECREASING,NO TREND,63.01,0.0,0.5,7.69,STAY,BUY,BUY,0.16,STAY,False,True,STAY,0.56,0.0,0.0,['DOJI'],100,"['GAPSIDESIDEWHITE', 'DOJI']",200
ACCURACY,Accuracy Shipping Limited,149,94448.0,0.38,10.0,NO TREND,DECREASING,47.11,0.91,0.49,3.75,STAY,SELL,SELL,0.03,STAY,False,False,STAY,0.3,0.0,0.0,['SPINNINGTOP'],100,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
ACE,Action Construction Equipment Limited,16989,71439.0,0.27,1337.6,NO TREND,INCREASING,50.67,-0.38,55.78,3.28,STAY,BUY,BUY,0.05,STAY,False,False,STAY,-0.1,-0.22,0.0,,-100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",100
ACEINTEG,Ace Integrated Solutions Limited,31,28538.0,1.36,33.99,NO TREND,DECREASING,48.89,-1.9,1.91,0.95,STAY,SELL,BUY,0.03,STAY,False,False,STAY,0.46,-0.56,0.0,,0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400
ACI,Archean Chemical Industries Limited,8255,98806.0,0.35,676.5,NO TREND,INCREASING,49.47,-3.73,26.67,3.53,STAY,BUY,BUY,0.23,STAY,False,False,STAY,-0.04,-1.38,0.0,,0,,-100
ACL,Andhra Cements Limited,716,24654.0,0.69,81.83,DECREASING,DECREASING,30.58,-3.39,4.05,0.54,BUY,SELL,SELL,0.07,STAY,False,False,STAY,0.5,-2.23,0.0,['INVERTEDHAMMER'],100,,0
ACLGATI,Allcargo Gati Limited,1251,309033.0,0.94,97.2,DECREASING,DECREASING,38.45,2.96,3.21,0.34,BUY,SELL,SELL,0.23,STAY,False,False,STAY,0.35,0.88,0.0,,0,['HARAMI'],100
ACSAL,Arvind and Company Shipping Agencies Limited,54,25500.0,1.44,101.8,DECREASING,INCREASING,40.58,-1.89,4.5,0.68,STAY,BUY,SELL,0.25,STAY,False,True,STAY,0.5,0.0,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'TRISTAR']",300,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",300
ADANIENSOL,Adani Energy Solutions Limited,114527,2539220.0,0.53,922.65,DECREASING,INCREASING,43.63,2.6,51.08,2.21,STAY,BUY,SELL,0.05,STAY,False,False,STAY,0.01,2.11,0.0,,0,['HARAMI'],100
ADANIENT,Adani Enterprises Limited,364469,337231.0,0.36,2893.8,DECREASING,INCREASING,42.58,-0.6,91.27,4.3,STAY,BUY,SELL,0.37,STAY,False,False,STAY,0.05,-0.56,0.0,,0,,0
ADANIGREEN,Adani Green Energy Limited,290693,221214.0,0.37,1541.05,DECREASING,INCREASING,30.86,-1.14,58.39,3.34,BUY,SELL,SELL,0.56,STRONG SELL,False,False,STAY,0.27,-0.58,0.0,,0,['INVERTEDHAMMER'],100
ADANIPORTS,Adani Ports and Special Economic Zone Limited,289858,521078.0,0.32,1338.75,DECREASING,INCREASING,40.71,-1.28,36.95,4.15,STAY,SELL,SELL,0.03,STAY,False,False,STAY,-0.14,-0.69,0.0,,0,,0
ADANIPOWER,Adani Power Limited,205883,1194527.0,0.7,567.0,DECREASING,INCREASING,32.62,-3.18,17.79,-1.32,BUY,SELL,SELL,0.69,STRONG SELL,False,False,STAY,-0.13,-2.21,0.0,,0,,0
ADFFOODS,ADF Foods Limited,2031,84368.0,0.41,287.05,NO TREND,INCREASING,50.69,-3.13,15.45,2.61,STAY,BUY,SELL,0.01,STAY,False,False,STAY,0.37,-3.29,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS']",400,,-100
ADL,Archidply Decor Limited,45,535.0,0.28,93.0,DECREASING,INCREASING,37.7,-4.23,5.14,0.22,BUY,BUY,SELL,0.3,STAY,False,False,STAY,0.45,-5.09,0.0,,0,,-100
ADORWELD,Ador Welding Limited,1864,7523.0,1.07,1246.0,DECREASING,INCREASING,33.63,-6.69,36.66,-4.06,BUY,SELL,SELL,0.67,BUY,False,False,STAY,0.15,-2.66,0.0,,0,,0
ADROITINFO,Adroit Infotech Limited,32,675130.0,0.5,25.68,INCREASING,INCREASING,64.13,-13.3,2.22,-9.08,STAY,BUY,BUY,0.54,STRONG BUY,False,False,STAY,0.66,-9.58,0.0,,0,,0
ADSL,Allied Digital Services Limited,769,137767.0,0.3,266.45,NO TREND,INCREASING,45.72,-1.35,14.87,3.48,STAY,BUY,SELL,0.06,STAY,False,False,STAY,0.51,-2.02,0.0,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI']",100,,0
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,664,18078.0,0.3,69.54,DECREASING,INCREASING,49.13,-2.19,2.4,3.58,STAY,SELL,BUY,0.48,STAY,False,False,STAY,0.04,-0.01,0.0,,-100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",200
ADVENZYMES,Advanced Enzyme Technologies Limited,3896,313851.0,0.78,407.05,DECREASING,INCREASING,29.66,-0.78,26.16,0.49,BUY,SELL,SELL,0.35,SELL,False,False,STAY,-0.26,-3.31,0.0,,0,,0
AEROFLEX,Aeroflex Industries Limited,1569,280567.0,0.24,186.28,NO TREND,INCREASING,46.63,0.09,9.63,4.59,STAY,BUY,SELL,0.15,STAY,False,False,STAY,0.58,-0.44,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300
AETHER,Aether Industries Limited,10352,13988.0,0.47,823.6,DECREASING,DECREASING,36.54,-0.95,28.78,4.48,BUY,SELL,SELL,0.68,STAY,False,False,STAY,0.21,-0.93,0.0,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI']",200,,0
AFFLE,Affle (India) Limited,14605,169719.0,0.55,1600.0,NO TREND,INCREASING,55.27,0.35,61.48,1.57,STAY,BUY,BUY,0.0,STAY,False,False,STAY,0.19,-0.5,0.0,,0,['HARAMI'],100
AGARIND,Agarwal Industrial Corporation Limited,1197,6355.0,0.39,1085.2,DECREASING,INCREASING,48.23,-3.1,42.21,4.24,STAY,BUY,BUY,0.28,STAY,False,False,STAY,-0.2,-0.44,0.0,,0,,-100
AGARWALFT,Agarwal Float Glass India Limited,38,16500.0,0.8,76.5,DECREASING,INCREASING,36.99,8.43,3.68,0.16,BUY,SELL,SELL,1.0,STRONG SELL,False,False,BUY,0.16,2.68,0.0,,-100,,0
AGI,AGI Greenpac Limited,4700,177394.0,0.62,955.95,NO TREND,INCREASING,52.16,0.17,43.34,1.26,STAY,SELL,BUY,0.07,STAY,False,False,STAY,0.58,-0.01,0.0,,-100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS']",500
AGNI,Agni Green Power Limited,114,12500.0,0.35,37.95,DECREASING,INCREASING,38.39,6.74,1.45,-0.01,BUY,SELL,SELL,0.93,STRONG SELL,False,False,STAY,0.19,2.99,0.0,,-100,,0
AGRITECH,Agri-Tech (India) Limited,134,2355.0,0.36,193.0,DECREASING,INCREASING,37.17,-1.03,8.07,4.96,BUY,BUY,SELL,0.98,STAY,False,False,STAY,0.35,0.0,0.0,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI']",100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400
AGROPHOS,Agro Phos India Limited,73,15574.0,0.29,42.87,DECREASING,INCREASING,46.2,-2.44,2.32,4.14,STAY,BUY,SELL,0.01,STAY,False,False,STAY,0.56,-1.79,0.0,,0,,0
AGSTRA,AGS Transact Technologies Limited,818,216166.0,0.48,87.05,DECREASING,INCREASING,39.02,-3.36,5.33,-0.88,BUY,BUY,SELL,0.07,STAY,False,False,STAY,0.17,-3.59,0.0,,0,,0
AGUL,A G Universal Limited,29,2000.0,0.83,50.5,DECREASING,INCREASING,28.45,-3.44,1.32,-2.53,BUY,SELL,SELL,0.9,SELL,False,True,STAY,0.31,0.0,-3.47,['DOJI'],100,['DOJI'],100
AHIMSA,Ahimsa Industries Limited,8,0.0,0.0,56.8,INCREASING,INCREASING,100.0,0.0,0.63,7.69,SELL,BUY,BUY,1.0,BUY,False,True,STAY,-0.19,0.0,0.0,['DOJI'],100,['DOJI'],100
AHL,Abans Holdings Limited,1335,52727.0,0.56,392.05,INCREASING,INCREASING,51.87,0.58,21.3,2.98,STAY,BUY,BUY,0.07,STAY,False,False,STAY,0.19,0.38,0.0,,-200,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300
AHLADA,Ahlada Engineers Limited,141,8795.0,0.26,98.25,DECREASING,INCREASING,42.78,2.62,3.54,2.38,STAY,SELL,SELL,0.17,STAY,False,False,STAY,0.26,1.28,0.0,,0,,0
AHLEAST,Asian Hotels (East) Limited,235,8753.0,0.47,160.99,NO TREND,INCREASING,44.45,0.02,9.31,3.83,STAY,SELL,SELL,0.08,STAY,False,False,STAY,0.47,-1.27,0.0,,-100,['HARAMI'],100
AHLUCONT,Ahluwalia Contracts (India) Limited,6842,12791.0,0.45,1016.65,DECREASING,INCREASING,37.35,-2.58,35.81,3.31,BUY,SELL,SELL,0.57,STAY,False,False,STAY,0.28,-1.76,0.0,,0,,-100
AHLWEST,Asian Hotels (West) Limited,0,0.0,,144.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AIAENG,AIA Engineering Limited,36928,116507.0,1.0,3562.65,DECREASING,INCREASING,15.03,-1.54,103.95,2.5,BUY,SELL,SELL,0.92,STRONG SELL,False,False,STAY,-0.11,-1.86,0.0,,0,,-100
AIFL,Ashapura Intimates Fashion Limited,0,0.0,,1.55,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AILIMITED,Abhishek Integrations Limited,21,3000.0,0.77,69.5,DECREASING,INCREASING,25.74,-0.92,1.44,2.88,BUY,SELL,SELL,0.09,STRONG SELL,False,True,STAY,-0.19,0.0,-3.31,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300
AIRAN,Airan Limited,290,21279.0,0.31,33.61,NO TREND,INCREASING,42.28,0.7,1.69,2.63,STAY,SELL,SELL,0.08,STAY,False,False,STAY,0.35,-1.52,0.0,,0,['HARAMI'],100
AIROLAM,Airo Lam limited,230,11887.0,1.41,114.88,DECREASING,INCREASING,38.82,2.91,6.4,3.51,BUY,SELL,SELL,0.88,STRONG SELL,False,False,STAY,0.31,0.24,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
AISL,ANI Integrated Services Limited,72,7800.0,4.64,187.8,NO TREND,INCREASING,47.95,-3.85,7.16,3.61,STAY,BUY,STRONG SELL,0.16,STAY,False,True,STAY,-0.09,0.0,0.0,['DOJI'],100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400
AJANTPHARM,Ajanta Pharma Limited,28582,54148.0,0.56,2841.4,DECREASING,INCREASING,35.23,-0.73,116.33,2.34,BUY,SELL,SELL,0.88,STAY,False,False,STAY,0.52,-0.54,0.0,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500,,0
AJMERA,Ajmera Realty & Infra India Limited,2564,58865.0,0.53,951.35,INCREASING,INCREASING,65.0,1.12,47.7,2.21,STAY,BUY,BUY,0.03,STRONG BUY,False,False,STAY,0.14,1.21,0.0,,-200,['ENGULFING'],100
AJOONI,Ajooni Biotech Limited,51,290351.0,0.54,7.71,DECREASING,INCREASING,46.01,-3.34,0.47,1.99,STAY,SELL,STRONG SELL,0.33,STAY,False,False,STAY,0.09,-2.16,0.0,,-100,,0
AJRINFRA,AJR INFRA AND TOLLING LIMITED,0,0.0,,0.7,NO TREND,DECREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,SELL,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AKASH,Akash Infra-Projects Limited,52,2730.0,0.29,34.82,DECREASING,INCREASING,42.88,0.64,1.93,4.59,STAY,BUY,SELL,0.06,STAY,False,False,STAY,0.1,-1.92,0.0,,0,['HARAMI'],100
AKG,Akg Exim Limited,56,8893.0,0.35,18.51,DECREASING,DECREASING,38.18,3.22,0.79,2.54,BUY,BUY,SELL,0.41,STAY,False,False,STAY,0.58,0.6,0.0,,0,['HARAMI'],100
AKI,AKI India Limited,134,12865.0,0.54,18.8,DECREASING,NO TREND,41.77,-3.18,1.09,0.37,STAY,BUY,SELL,0.03,STAY,False,False,STAY,0.5,-3.84,0.0,"['HARAMI', 'HIGHWAVE', 'SPINNINGTOP']",300,,-100
AKSHAR,Akshar Spintex Limited,67,4498913.0,0.57,0.75,DECREASING,DECREASING,15.52,0.0,0.06,5.22,BUY,SELL,SELL,0.66,STRONG SELL,False,True,STAY,-0.47,2.74,0.0,['DOJI'],100,,0
AKSHARCHEM,AksharChem India Limited,203,7326.0,1.04,311.15,NO TREND,INCREASING,52.57,4.51,13.94,-0.81,STAY,BUY,BUY,0.32,STAY,False,False,STAY,-0.01,0.97,0.0,,0,"['HARAMI', 'SPINNINGTOP']",200
AKSHOPTFBR,Aksh Optifibre Limited,130,765457.0,0.39,11.2,INCREASING,DECREASING,61.24,-5.09,0.79,0.75,STAY,BUY,BUY,0.53,STRONG BUY,False,False,SELL,0.5,-3.53,0.0,,0,,0
AKZOINDIA,Akzo Nobel India Limited,10859,10037.0,0.48,3842.95,NO TREND,INCREASING,44.57,-0.62,211.11,3.77,STAY,BUY,SELL,0.03,STAY,False,False,STAY,0.54,-1.71,0.0,,0,,0
ALANKIT,Alankit Limited,398,310572.0,0.4,22.9,NO TREND,INCREASING,49.39,1.23,1.17,3.41,STAY,SELL,BUY,0.01,STAY,False,False,STAY,0.08,0.88,0.0,,0,,0
ALBERTDAVD,Albert David Limited,614,1512.0,0.44,1406.0,DECREASING,INCREASING,49.19,0.04,56.23,2.38,STAY,SELL,BUY,0.19,STAY,False,False,STAY,0.1,-1.06,0.0,,0,,0
ALCHEM,Alchemist Limited,0,0.0,,3.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ALEMBICLTD,Alembic Limited,2142,546697.0,0.46,136.04,DECREASING,INCREASING,52.54,-1.4,5.29,-0.05,STAY,BUY,BUY,0.27,STAY,False,False,STAY,0.12,-3.51,0.0,,0,,-100
ALICON,Alicon Castalloy Limited,1327,4647.0,0.43,1236.5,DECREASING,INCREASING,41.88,0.27,55.46,4.8,STAY,BUY,SELL,0.18,STAY,False,False,STAY,-0.07,0.13,0.0,,0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500
ALKALI,Alkali Metals Limited,105,16397.0,0.53,115.5,NO TREND,INCREASING,45.18,-1.29,6.05,0.47,STAY,SELL,SELL,0.15,STAY,False,False,STAY,0.09,-4.47,0.0,,-100,,-100
ALKEM,Alkem Laboratories Limited,59089,159364.0,0.6,5555.25,DECREASING,INCREASING,33.83,-2.2,164.1,1.57,BUY,SELL,SELL,0.62,STRONG SELL,False,False,STAY,-0.1,-1.68,0.0,,0,,0
ALKYLAMINE,Alkyl Amines Chemicals Limited,9273,20144.0,0.38,2019.35,DECREASING,DECREASING,31.2,0.31,84.61,5.98,BUY,SELL,SELL,0.04,STAY,False,False,STAY,0.38,-0.19,0.0,,0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS']",400
ALLCARGO,Allcargo Logistics Limited,7036,716159.0,0.43,54.94,DECREASING,DECREASING,30.61,-1.51,1.49,1.56,BUY,SELL,SELL,0.21,STRONG SELL,False,False,STAY,0.2,-1.22,0.0,,0,,-100
ALLETEC,All E Technologies Limited,507,104400.0,1.02,535.15,INCREASING,INCREASING,76.28,4.04,24.2,-8.9,SELL,BUY,BUY,1.0,STRONG BUY,False,True,STAY,0.61,4.11,0.0,,0,,0
ALLSEC,Allsec Technologies Limited,1113,28509.0,0.55,923.6,DECREASING,INCREASING,39.71,-3.47,52.66,0.47,BUY,BUY,SELL,0.55,STAY,False,False,STAY,-0.38,-2.26,0.0,['SPINNINGTOP'],100,,0
ALMONDZ,Almondz Global Securities Limited,279,22385.0,0.5,29.4,DECREASING,INCREASING,43.88,-2.93,1.39,4.36,STAY,SELL,SELL,0.73,STAY,False,False,STAY,0.16,-2.0,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'TRISTAR']",400,,0
ALOKINDS,Alok Industries Limited,12835,2611248.0,0.52,21.26,DECREASING,INCREASING,30.31,-0.39,0.91,4.32,BUY,SELL,SELL,0.13,STAY,False,False,STAY,0.73,-0.42,0.0,,-100,,0
ALPA,Alpa Laboratories Limited,175,5870.0,0.37,111.03,DECREASING,INCREASING,33.31,-0.81,5.39,2.84,BUY,BUY,SELL,0.0,STAY,False,False,STAY,0.71,-0.53,0.0,,0,,0
