STOCK,COMPANY_NAME,MARKET_CAP(CR),VOLUME,RELATIVE_VOLUME,PRICE,TREND_THREE,TREND_SIX,RSI,RSI_DIFF,ATR,ATR_DIFF,RSI_INDICATOR,UPTREND_INDICATOR,MOVING_AVG_IND,STRENGTH,CHART_INDICATOR,BREAKOUT,LAST_THREE_CANDEL,NADARAYA_WATSON,VOL_PRC_CORR,PRICE_DIFF,PEICE_GAP_PCTG,CDL_NME_YES,CDL_SCR_YES,CDL_NME_TDY,CDL_SCR_TDY
20MICRONS,20 Microns Limited,507,35797.0,0.79,242.6,DECREASING,INCREASING,28.57,-1.82,8.8,-0.97,BUY,SELL,SELL,0.52,STRONG SELL,False,False,STAY,0.22,-2.0,0.0,"['DOJI', 'TRISTAR']",200,,0
21STCENMGM,21st Century Management Services Limited,43,4752.0,0.41,116.62,INCREASING,INCREASING,56.99,-4.79,2.35,-0.12,STAY,BUY,BUY,0.06,STAY,False,False,SELL,-0.01,0.0,-2.9,,-100,"['DOJI', 'DOJISTAR']",200
360ONE,360 ONE WAM LIMITED,24236,176617.0,0.6,1051.6,NO TREND,INCREASING,51.27,0.75,46.23,1.24,STAY,SELL,SELL,0.0,STAY,False,False,STAY,-0.2,0.87,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS', 'HIGHWAVE', 'SPINNINGTOP']",600,['SPINNINGTOP'],100
3IINFOLTD,3i Infotech Limited,667,206693.0,0.46,28.12,DECREASING,DECREASING,42.83,-2.18,0.99,2.97,STAY,BUY,BUY,0.39,STAY,False,False,STAY,0.25,-0.95,-4.62,,0,,0
3MINDIA,3M India Limited,35139,3933.0,1.0,35111.05,NO TREND,INCREASING,53.98,-9.15,954.5,-0.06,STAY,BUY,BUY,0.16,BUY,False,False,STAY,-0.0,-2.37,0.0,,0,,-100
3PLAND,3P Land Holdings Limited,48,13573.0,1.06,43.5,INCREASING,INCREASING,72.39,-6.72,2.09,0.34,SELL,BUY,BUY,0.13,BUY,False,False,SELL,0.47,-4.4,0.0,,0,,-100
5PAISA,5Paisa Capital Limited,1574,23896.0,0.64,498.55,DECREASING,INCREASING,42.9,-0.66,19.67,3.08,STAY,SELL,SELL,0.48,STAY,False,False,STAY,0.78,-0.09,0.0,,-100,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI']",100
63MOONS,63 moons technologies limited,1758,49411.0,0.16,588.2,INCREASING,INCREASING,66.55,3.56,33.26,1.22,STAY,BUY,BUY,0.9,STRONG BUY,False,False,STAY,0.12,0.0,0.0,,0,['DOJI'],100
A2ZINFRA,A2Z Infra Engineering Limited,237,334615.0,0.46,18.82,NO TREND,INCREASING,55.57,-5.55,1.12,-1.13,STAY,BUY,BUY,0.02,STAY,False,False,SELL,0.62,-4.18,0.0,,0,,0
AAATECH,AAA Technologies Limited,105,200019.0,3.48,114.87,DECREASING,INCREASING,39.0,-9.84,6.09,-9.35,BUY,BUY,STRONG SELL,0.1,STAY,False,False,STAY,-0.24,-8.08,0.0,,0,,0
AAKASH,Aakash Exploration Services Limited,92,83714.0,0.41,11.16,DECREASING,INCREASING,46.27,-2.12,0.67,0.72,STAY,BUY,STRONG SELL,0.12,STAY,False,False,STAY,0.2,-2.53,0.0,,-100,,0
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,110,7875.0,0.6,63.53,DECREASING,INCREASING,46.03,-1.29,3.25,2.95,STAY,SELL,BUY,0.09,STAY,False,False,STAY,0.47,1.63,0.0,,0,,0
AARON,Aaron Industries Limited,273,10632.0,1.21,282.95,INCREASING,INCREASING,61.82,8.43,10.62,-2.7,STAY,BUY,BUY,0.57,STAY,False,False,STAY,0.24,4.41,0.0,,0,['ENGULFING'],100
AARTECH,Aartech Solonics Limited,163,20083.0,0.63,61.99,DECREASING,INCREASING,36.99,2.74,3.15,2.47,BUY,BUY,SELL,0.02,STAY,False,False,STAY,0.62,1.11,0.0,,-200,['HARAMI'],100
AARTIDRUGS,Aarti Drugs Limited,3992,39504.0,0.53,485.05,DECREASING,INCREASING,39.81,-4.02,11.36,1.53,BUY,BUY,SELL,0.71,STRONG SELL,False,False,STAY,0.3,-0.2,0.0,,-100,"['DOJI', 'DOJISTAR', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400
AARTIIND,Aarti Industries Limited,24126,20119549.0,3.11,439.15,DECREASING,INCREASING,26.07,-5.83,20.06,-10.48,BUY,SELL,SELL,0.81,STRONG SELL,False,False,STAY,-0.6,-3.47,-21.55,,0,,0
AARTIPHARM,Aarti Pharmalabs Limited,3941,59592.0,0.26,638.85,INCREASING,INCREASING,49.78,-5.31,28.1,-0.87,STAY,BUY,BUY,0.36,SELL,False,False,SELL,0.16,-2.03,0.0,,0,,0
AARTISURF,Aarti Surfactants Limited,419,4508.0,1.03,723.9,DECREASING,INCREASING,35.79,-1.12,33.35,-0.15,BUY,SELL,SELL,0.49,STAY,False,False,STAY,0.57,-0.84,0.0,,0,,0
AARVEEDEN,Aarvee Denims & Exports Limited,55,36512.0,1.45,60.0,NO TREND,INCREASING,80.79,0.57,1.78,1.22,SELL,BUY,BUY,0.01,STRONG BUY,False,True,STAY,-0.01,2.63,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500,['MARUBOZU'],100
AARVI,Aarvi Encon Limited,176,7553.0,0.48,146.0,INCREASING,INCREASING,52.16,-3.91,6.08,1.92,STAY,BUY,STRONG SELL,0.11,STAY,False,False,STAY,0.36,-0.91,-5.1,['INVERTEDHAMMER'],100,['HAMMER'],100
AATMAJ,Aatmaj Healthcare Limited,70,80000.0,1.36,30.35,NO TREND,DECREASING,62.48,-13.38,1.44,-16.37,STAY,BUY,BUY,0.87,BUY,False,False,STAY,0.87,-9.4,0.0,,0,,0
AAVAS,Aavas Financiers Limited,10412,33979.0,0.31,1658.55,DECREASING,DECREASING,36.26,-0.6,44.41,4.71,BUY,BUY,SELL,0.26,STAY,False,False,STAY,0.41,-0.39,0.0,,-100,,0
ABAN,Aban Offshore Limited,290,79200.0,0.77,66.36,DECREASING,INCREASING,42.87,-3.66,2.77,-3.97,STAY,BUY,BUY,0.16,STAY,False,False,STAY,0.27,-3.55,0.0,['ENGULFING'],100,,0
ABB,ABB India Limited,134791,266643.0,0.33,7219.3,DECREASING,INCREASING,39.9,6.08,265.24,-0.22,BUY,SELL,SELL,0.67,STRONG SELL,False,False,BUY,-0.31,2.55,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS', 'HIGHWAVE', 'SPINNINGTOP']",600,['3INSIDE'],100
ABCAPITAL,Aditya Birla Capital Limited,45603,1611040.0,0.41,201.04,DECREASING,INCREASING,36.97,-0.05,6.99,2.32,BUY,SELL,SELL,0.49,STAY,False,False,STAY,-0.14,-0.45,0.0,,0,,-100
ABCOTS,A B Cotspin India Limited,251,1000.0,0.91,340.95,DECREASING,INCREASING,37.4,-1.7,14.98,4.15,BUY,SELL,SELL,0.45,STAY,False,True,STAY,0.58,0.01,-2.02,['DOJI'],100,"['DOJI', 'MARUBOZU']",200
ABFRL,Aditya Birla Fashion and Retail Limited,19509,2116600.0,0.32,299.55,DECREASING,INCREASING,36.27,2.22,11.34,0.33,BUY,SELL,SELL,0.67,STAY,False,False,STAY,-0.19,1.32,0.0,,0,,0
ABHISHEK,Abhishek Corporation Limited,0,0.0,,180.0,NO TREND,INCREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ABINFRA,A B Infrabuild Limited,291,8250.0,0.49,91.1,INCREASING,INCREASING,50.45,-4.63,3.01,3.09,STAY,BUY,BUY,0.5,STAY,False,True,STAY,-0.28,0.0,-2.25,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",300,['DOJI'],100
ABMINTLLTD,ABM International Limited,57,626.0,0.81,69.87,INCREASING,INCREASING,43.17,-3.11,4.41,1.27,STAY,SELL,SELL,0.19,BUY,False,True,STAY,0.41,0.0,-5.27,['DOJI'],100,['DOJI'],100
ABSLAMC,Aditya Birla Sun Life AMC Limited,13108,92434.0,0.26,798.75,INCREASING,INCREASING,57.56,-0.32,29.07,3.14,STAY,BUY,BUY,0.63,STRONG BUY,False,False,SELL,0.16,-0.65,0.0,,-100,,0
ACC,ACC Limited,46790,61022.0,0.4,2275.9,DECREASING,INCREASING,37.35,-1.56,59.63,3.4,BUY,BUY,SELL,0.05,STAY,False,False,STAY,-0.01,-0.53,0.0,,0,,0
ACCELYA,Accelya Solutions India Limited,2507,9312.0,1.11,1575.85,DECREASING,INCREASING,34.07,-3.36,48.17,0.0,BUY,BUY,SELL,0.3,STAY,False,False,STAY,0.49,-2.38,0.0,,0,,0
ACCENTMIC,Accent Microcell Limited,517,16000.0,1.11,257.05,DECREASING,DECREASING,44.86,2.34,10.34,2.67,STAY,SELL,SELL,0.47,STAY,False,False,STAY,0.35,1.2,0.0,,0,,0
ACCORD,Accord Synergy Limited,10,2000.0,0.83,34.8,DECREASING,NO TREND,59.59,0.44,0.56,6.31,STAY,BUY,BUY,0.9,STAY,False,True,STAY,0.55,0.0,0.29,['DOJI'],100,['DOJI'],100
ACCURACY,Accuracy Shipping Limited,149,138839.0,0.54,9.84,DECREASING,DECREASING,44.55,1.91,0.52,2.85,STAY,BUY,SELL,0.06,STAY,False,False,STAY,0.37,-0.51,0.0,,0,,-100
ACE,Action Construction Equipment Limited,16989,229373.0,0.87,1367.15,NO TREND,INCREASING,54.65,-0.06,58.25,1.09,STAY,BUY,BUY,0.04,STAY,False,False,STAY,-0.12,0.6,0.0,,0,,-100
ACEINTEG,Ace Integrated Solutions Limited,31,16397.0,0.89,33.91,DECREASING,DECREASING,47.49,-5.72,2.24,2.23,STAY,BUY,BUY,0.01,STAY,False,False,STAY,0.64,-3.11,0.0,,0,,0
ACI,Archean Chemical Industries Limited,8255,348062.0,0.8,668.7,DECREASING,INCREASING,47.53,-3.82,28.6,-5.43,STAY,BUY,BUY,0.26,STAY,False,False,STAY,-0.03,2.88,0.0,,-100,,0
ACL,Andhra Cements Limited,716,31215.0,0.79,84.15,DECREASING,DECREASING,43.69,-3.48,3.47,1.8,STAY,BUY,SELL,0.69,STAY,False,False,STAY,0.53,-1.0,0.0,,-100,,0
ACLGATI,Allcargo Gati Limited,1251,116449.0,0.42,96.83,DECREASING,DECREASING,36.87,-1.56,3.4,3.73,BUY,SELL,SELL,0.39,STAY,False,False,STAY,0.38,-1.5,0.0,,0,,0
ACSAL,Arvind and Company Shipping Agencies Limited,54,18000.0,1.22,103.85,DECREASING,INCREASING,40.79,2.58,4.3,4.11,STAY,SELL,SELL,0.61,STAY,False,True,STAY,0.51,0.0,1.78,"['DOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",300,"['DOJI', 'LONGLEGGEDDOJI', 'TRISTAR']",300
ADANIENSOL,Adani Energy Solutions Limited,114527,2105997.0,0.51,907.35,DECREASING,INCREASING,40.56,-2.61,47.33,2.06,STAY,BUY,SELL,0.04,STAY,False,False,STAY,0.01,-3.09,0.0,,0,,0
ADANIENT,Adani Enterprises Limited,364469,407446.0,0.41,2919.1,DECREASING,INCREASING,45.64,-0.62,95.72,2.97,STAY,BUY,STRONG SELL,0.49,STAY,False,False,STAY,0.04,-0.3,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",0
ADANIGREEN,Adani Green Energy Limited,290693,243473.0,0.41,1578.35,DECREASING,INCREASING,33.22,-1.55,64.05,4.76,BUY,BUY,SELL,0.42,STRONG SELL,False,False,STAY,0.35,-0.74,0.0,,0,,0
ADANIPORTS,Adani Ports and Special Economic Zone Limited,289858,686884.0,0.29,1350.5,DECREASING,INCREASING,43.72,-1.7,38.47,3.08,STAY,BUY,SELL,0.11,STAY,False,False,STAY,-0.18,-0.34,0.0,,0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300
ADANIPOWER,Adani Power Limited,205883,834071.0,0.46,582.65,DECREASING,INCREASING,36.76,-1.94,17.97,4.05,BUY,BUY,SELL,0.52,STRONG SELL,False,False,STAY,-0.17,-0.4,0.0,,0,,0
ADFFOODS,ADF Foods Limited,2031,144497.0,0.57,291.7,NO TREND,INCREASING,53.01,-0.57,15.65,3.05,STAY,BUY,SELL,0.05,STAY,False,False,STAY,0.36,-1.09,0.0,,0,['HAMMER'],100
ADL,Archidply Decor Limited,45,506.0,0.24,95.02,DECREASING,INCREASING,43.04,1.15,5.3,0.85,STAY,BUY,SELL,0.49,STAY,False,False,STAY,0.49,-4.3,0.0,,-100,,-100
ADORWELD,Ador Welding Limited,1864,3332.0,0.56,1281.45,DECREASING,INCREASING,39.7,-1.86,37.48,4.56,BUY,BUY,SELL,0.68,STAY,False,False,STAY,0.19,-0.67,0.0,,0,,0
ADROITINFO,Adroit Infotech Limited,32,1017584.0,0.87,28.9,NO TREND,INCREASING,78.78,2.82,2.04,-2.4,SELL,BUY,BUY,0.98,STRONG BUY,False,True,STAY,0.65,5.09,0.0,,0,,0
ADSL,Allied Digital Services Limited,769,230322.0,0.46,270.5,NO TREND,INCREASING,47.91,-0.26,16.02,2.89,STAY,BUY,SELL,0.04,STAY,False,False,STAY,0.49,0.04,0.0,,-100,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,664,93695.0,1.44,70.48,DECREASING,INCREASING,53.67,4.43,2.78,1.33,STAY,BUY,BUY,0.3,STAY,False,False,STAY,0.08,-0.17,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",0
ADVENZYMES,Advanced Enzyme Technologies Limited,3896,721604.0,2.54,428.4,DECREASING,INCREASING,35.63,-16.35,24.07,-10.86,BUY,BUY,STRONG SELL,0.2,STAY,False,False,STAY,0.02,-8.46,-16.33,,0,,-100
AEROFLEX,Aeroflex Industries Limited,1569,517887.0,0.41,187.5,NO TREND,INCREASING,50.74,0.41,9.32,1.96,STAY,BUY,SELL,0.03,STAY,False,False,STAY,0.58,0.28,0.0,,-100,"['DOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS', 'HIGHWAVE', 'SPINNINGTOP']",600
AETHER,Aether Industries Limited,10352,14404.0,0.44,832.0,DECREASING,DECREASING,40.41,-0.33,29.19,2.98,STAY,SELL,SELL,0.56,STAY,False,False,STAY,0.19,0.11,0.0,,-100,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500
AFFLE,Affle (India) Limited,14605,304199.0,1.17,1585.05,NO TREND,INCREASING,53.83,-3.11,60.13,-4.67,STAY,BUY,BUY,0.09,STAY,False,False,SELL,0.15,-3.94,0.0,,0,,0
AGARIND,Agarwal Industrial Corporation Limited,1197,10719.0,0.63,1090.0,DECREASING,INCREASING,48.7,4.39,39.12,0.53,STAY,BUY,STRONG BUY,0.28,STAY,False,False,STAY,-0.24,1.87,0.0,,-100,,0
AGARWALFT,Agarwal Float Glass India Limited,38,34500.0,1.92,72.95,DECREASING,INCREASING,26.63,-0.55,3.84,-0.31,BUY,SELL,SELL,1.0,STRONG SELL,False,False,STAY,0.13,-0.61,0.0,,-200,,-100
AGI,AGI Greenpac Limited,4700,327669.0,1.24,959.15,NO TREND,INCREASING,53.13,-4.23,44.38,-2.01,STAY,SELL,BUY,0.38,STAY,False,False,STAY,0.59,-3.14,0.0,,0,,-100
AGNI,Agni Green Power Limited,114,10000.0,0.28,36.85,DECREASING,INCREASING,29.45,-1.8,1.64,4.17,BUY,SELL,SELL,0.84,STRONG SELL,False,False,STAY,0.16,-1.73,0.0,,0,,-100
AGRITECH,Agri-Tech (India) Limited,134,4332.0,0.61,193.36,DECREASING,INCREASING,36.97,-1.88,8.79,0.73,BUY,BUY,SELL,0.68,STAY,False,False,STAY,0.34,-0.84,0.0,,0,,0
AGROPHOS,Agro Phos India Limited,73,32861.0,0.59,44.44,DECREASING,INCREASING,51.13,5.2,2.44,0.75,STAY,BUY,STRONG BUY,0.0,STAY,False,False,STAY,0.56,4.29,0.0,,0,['ENGULFING'],100
AGSTRA,AGS Transact Technologies Limited,818,218043.0,0.47,91.06,DECREASING,INCREASING,45.4,0.33,4.72,2.41,STAY,SELL,SELL,0.17,STAY,False,False,STAY,0.11,-1.24,0.0,,0,['HARAMI'],100
AGUL,A G Universal Limited,29,6000.0,3.0,52.25,DECREASING,INCREASING,35.26,-10.17,1.29,-13.74,BUY,SELL,SELL,0.78,SELL,False,True,STAY,0.32,0.0,-6.89,['DOJI'],100,['DOJI'],100
AHIMSA,Ahimsa Industries Limited,8,3000.0,2.5,56.8,INCREASING,INCREASING,100.0,0.0,1.07,7.69,SELL,BUY,BUY,0.99,BUY,False,True,STAY,-0.21,0.0,0.0,"['GAPSIDESIDEWHITE', 'DOJI']",200,['DOJI'],100
AHL,Abans Holdings Limited,1335,39040.0,0.24,398.3,INCREASING,INCREASING,54.0,-6.46,22.11,-0.34,STAY,BUY,BUY,0.11,STAY,False,False,STAY,0.19,-3.95,0.0,['ENGULFING'],100,,-100
AHLADA,Ahlada Engineers Limited,141,19600.0,0.57,98.5,DECREASING,INCREASING,41.95,-2.22,3.72,1.49,STAY,BUY,SELL,0.18,STAY,False,False,STAY,0.22,-2.48,0.0,,-200,,0
AHLEAST,Asian Hotels (East) Limited,235,7664.0,0.48,165.53,NO TREND,INCREASING,50.75,-2.57,10.27,4.06,STAY,BUY,SELL,0.06,STAY,False,False,STAY,0.34,-2.05,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,,0
AHLUCONT,Ahluwalia Contracts (India) Limited,6842,25066.0,0.88,1025.55,DECREASING,INCREASING,37.64,-4.42,37.83,2.32,BUY,BUY,SELL,0.74,STAY,False,False,STAY,0.23,-1.39,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,,0
AHLWEST,Asian Hotels (West) Limited,0,0.0,,144.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AIAENG,AIA Engineering Limited,36928,82992.0,0.75,3634.85,DECREASING,INCREASING,17.49,-0.77,105.54,5.46,BUY,SELL,SELL,0.91,STRONG SELL,False,False,STAY,-0.08,-0.64,0.0,['HAMMER'],100,,0
AIFL,Ashapura Intimates Fashion Limited,0,0.0,,1.55,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AILIMITED,Abhishek Integrations Limited,21,6000.0,1.54,70.3,DECREASING,INCREASING,25.89,-1.67,1.48,0.41,BUY,SELL,SELL,0.04,STRONG SELL,False,True,STAY,-0.24,0.0,0.0,['DOJI'],0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300
AIRAN,Airan Limited,290,88264.0,1.22,33.85,NO TREND,INCREASING,43.89,-3.2,1.74,0.05,STAY,BUY,SELL,0.05,STAY,False,False,STAY,0.32,-0.97,0.0,,0,['HAMMER'],100
AIROLAM,Airo Lam limited,230,2199.0,0.31,113.45,DECREASING,INCREASING,35.29,-1.98,6.45,3.59,BUY,BUY,SELL,0.93,STRONG SELL,False,False,STAY,0.3,-1.9,0.0,,-100,,0
AISL,ANI Integrated Services Limited,72,0.0,0.0,191.6,NO TREND,INCREASING,49.43,0.0,6.09,7.69,STAY,BUY,BUY,0.18,STAY,False,True,STAY,-0.11,0.0,0.0,['DOJI'],0,['DOJI'],100
AJANTPHARM,Ajanta Pharma Limited,28582,61314.0,0.51,2847.85,DECREASING,INCREASING,36.76,-0.73,121.96,3.88,BUY,BUY,SELL,0.9,STAY,False,False,STAY,0.51,-0.26,0.0,,0,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI']",100
AJMERA,Ajmera Realty & Infra India Limited,2564,66931.0,0.42,946.1,INCREASING,INCREASING,64.68,-0.44,50.53,1.05,STAY,BUY,BUY,0.0,STRONG BUY,False,False,SELL,0.18,0.04,0.0,,-100,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
AJOONI,Ajooni Biotech Limited,51,498778.0,0.92,7.89,DECREASING,INCREASING,49.93,0.22,0.49,-0.51,STAY,BUY,BUY,0.4,STAY,False,False,STAY,0.07,-1.13,0.0,,0,['HARAMI'],0
AJRINFRA,AJR INFRA AND TOLLING LIMITED,0,0.0,,0.7,NO TREND,DECREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,SELL,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AKASH,Akash Infra-Projects Limited,52,3727.0,0.29,34.97,DECREASING,INCREASING,42.67,-3.5,2.02,0.79,STAY,BUY,STRONG SELL,0.07,STAY,False,False,STAY,0.11,-4.17,0.0,,0,,0
AKG,Akg Exim Limited,56,32504.0,1.36,18.75,DECREASING,DECREASING,40.04,-2.58,0.9,-0.65,STAY,BUY,SELL,0.39,STAY,False,False,STAY,0.59,-1.78,0.0,,-100,,0
AKI,AKI India Limited,134,18040.0,0.72,19.05,DECREASING,NO TREND,45.46,0.63,1.11,-1.29,STAY,BUY,SELL,0.77,STAY,False,False,STAY,0.49,0.26,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS', 'HIGHWAVE', 'SPINNINGTOP']",600
AKSHAR,Akshar Spintex Limited,67,1665984.0,0.12,0.75,DECREASING,DECREASING,15.5,-0.63,0.06,5.11,BUY,SELL,SELL,0.73,STRONG SELL,False,False,STAY,-0.51,-2.6,-2.67,"['DOJI', 'DOJISTAR']",200,,0
AKSHARCHEM,AksharChem India Limited,203,3463.0,0.54,304.0,DECREASING,INCREASING,48.21,-7.26,13.59,0.19,STAY,BUY,BUY,0.18,STAY,False,False,STAY,-0.04,-3.49,0.0,,0,,0
AKSHOPTFBR,Aksh Optifibre Limited,130,1436479.0,0.8,11.71,INCREASING,DECREASING,66.73,0.0,0.8,1.93,STAY,BUY,BUY,0.71,STRONG BUY,False,False,STAY,0.51,-1.18,0.0,,0,,0
AKZOINDIA,Akzo Nobel India Limited,10859,18529.0,0.45,3911.25,NO TREND,INCREASING,48.36,-6.24,211.65,-2.09,STAY,BUY,STRONG SELL,0.03,STRONG BUY,False,False,STAY,0.54,-4.7,0.0,,0,,0
ALANKIT,Alankit Limited,398,838836.0,1.2,23.3,NO TREND,INCREASING,52.59,0.39,1.13,1.9,STAY,BUY,BUY,0.01,STAY,False,False,STAY,0.12,-1.27,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,,0
ALBERTDAVD,Albert David Limited,614,3550.0,1.06,1420.0,DECREASING,INCREASING,52.88,6.66,53.63,0.46,STAY,BUY,BUY,0.16,STAY,False,False,STAY,0.07,2.75,0.0,,-100,,0
ALCHEM,Alchemist Limited,0,0.0,,3.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ALEMBICLTD,Alembic Limited,2142,2643080.0,2.51,139.0,DECREASING,INCREASING,57.16,8.71,5.44,-6.75,STAY,STRONG BUY,BUY,0.35,STAY,False,False,STAY,0.14,2.28,0.14,,0,,0
ALICON,Alicon Castalloy Limited,1327,8357.0,0.79,1237.55,DECREASING,INCREASING,43.4,-7.69,59.46,-1.87,STAY,BUY,STRONG SELL,0.17,STAY,False,False,STAY,0.1,-4.73,0.0,,0,,0
ALKALI,Alkali Metals Limited,105,11257.0,0.38,117.34,NO TREND,INCREASING,47.46,-7.63,6.12,-1.3,STAY,SELL,BUY,0.24,STAY,False,False,STAY,0.08,-3.46,0.0,,-100,,-100
ALKEM,Alkem Laboratories Limited,59089,165767.0,0.65,5616.95,DECREASING,INCREASING,37.33,-3.14,174.53,0.07,BUY,SELL,SELL,0.41,BUY,False,False,STAY,-0.07,-1.66,0.0,,-100,,0
ALKYLAMINE,Alkyl Amines Chemicals Limited,9273,38415.0,0.36,2024.05,DECREASING,DECREASING,36.7,-2.52,77.9,1.54,BUY,SELL,SELL,0.45,STAY,False,False,STAY,0.36,-1.27,0.0,,-100,['HAMMER'],100
ALLCARGO,Allcargo Logistics Limited,7036,923882.0,0.56,55.49,DECREASING,DECREASING,34.0,0.73,1.62,3.8,BUY,BUY,SELL,0.45,STRONG SELL,False,False,STAY,0.3,0.71,0.0,,0,,0
ALLETEC,All E Technologies Limited,507,226000.0,2.5,507.8,INCREASING,INCREASING,71.39,6.0,23.31,-9.48,SELL,BUY,BUY,0.97,STRONG BUY,True,True,STAY,0.61,4.8,0.11,,0,,0
ALLSEC,Allsec Technologies Limited,1113,57459.0,1.02,949.05,DECREASING,INCREASING,41.04,1.05,54.5,3.42,STAY,BUY,SELL,0.43,STAY,False,False,STAY,-0.42,0.77,0.0,,-100,['SPINNINGTOP'],100
ALMONDZ,Almondz Global Securities Limited,279,10293.0,0.24,30.0,DECREASING,INCREASING,47.82,1.68,1.46,6.11,STAY,BUY,SELL,0.1,STAY,False,False,STAY,0.12,-0.92,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",300,,0
ALOKINDS,Alok Industries Limited,12835,4318909.0,0.82,21.53,DECREASING,INCREASING,34.57,-1.77,1.0,4.47,BUY,SELL,SELL,0.49,STAY,False,False,STAY,0.75,-1.01,0.0,,0,,0
ALPA,Alpa Laboratories Limited,175,7761.0,0.45,113.99,DECREASING,INCREASING,37.08,1.94,5.21,1.79,BUY,BUY,BUY,0.0,STAY,False,False,STAY,0.62,-0.88,0.0,,0,,0
ALPEXSOLAR,Alpex Solar Limited,813,98400.0,0.82,926.2,NO TREND,INCREASING,61.0,-3.62,49.49,0.39,STAY,SELL,BUY,0.06,STAY,False,False,STAY,0.32,-3.02,0.0,,-100,,0
ALPHAGEO,Alphageo (India) Limited,208,63477.0,3.28,402.0,DECREASING,INCREASING,46.79,5.58,20.63,-19.45,STAY,SELL,SELL,0.22,STAY,False,False,STAY,0.23,3.34,0.0,,0,,0
ALPSINDUS,Alps Industries Limited,7,29457.0,1.31,4.2,NO TREND,INCREASING,61.88,-9.13,0.22,-0.34,STAY,BUY,BUY,0.0,BUY,False,True,SELL,-0.11,0.0,-5.48,['DOJI'],100,['DOJI'],100
AMBANIORG,Ambani Organics Limited,72,5000.0,1.92,105.25,INCREASING,NO TREND,76.08,5.1,2.37,-8.55,SELL,BUY,BUY,0.91,BUY,True,False,STAY,-0.07,1.2,3.61,['DOJI'],100,['MARUBOZU'],100
AMBER,Amber Enterprises India Limited,12324,157788.0,0.34,6106.45,INCREASING,INCREASING,59.46,-1.38,332.64,3.91,STAY,BUY,BUY,0.45,STAY,False,False,STAY,0.43,-0.3,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",100
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,45,40444.0,0.75,28.56,NO TREND,NO TREND,52.56,-1.89,1.6,1.26,STAY,BUY,BUY,0.61,STAY,False,False,STAY,0.44,-3.58,0.0,['INVERTEDHAMMER'],100,,0
AMBIKCO,Ambika Cotton Mills Limited,809,7241.0,0.74,1517.6,DECREASING,INCREASING,36.07,-3.02,45.85,1.56,BUY,BUY,SELL,0.44,STAY,False,False,STAY,-0.02,-1.16,0.0,,0,,0
