STOCK,COMPANY_NAME,MARKET_CAP(CR),VOLUME,RELATIVE_VOLUME,PRICE,TREND_THREE,TREND_SIX,RSI,RSI_DIFF,ATR,ATR_DIFF,RSI_INDICATOR,UPTREND_INDICATOR,MOVING_AVG_IND,STRENGTH,CHART_INDICATOR,BREAKOUT,LAST_THREE_CANDEL,NADARAYA_WATSON,VOL_PRC_CORR,PRICE_DIFF,PEICE_GAP_PCTG,CDL_NME_YES,CDL_SCR_YES,CDL_NME_TDY,CDL_SCR_TDY
AAKASH,Aakash Exploration Services Limited,92,145942.0,1.04,10.72,DECREASING,INCREASING,42.26,3.21,0.67,-0.74,STAY,BUY,SELL,0.12,STAY,False,False,STAY,0.04,4.38,0.0,,0,,0
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,110,7695.0,0.45,56.29,DECREASING,INCREASING,39.06,5.81,3.57,-0.29,BUY,SELL,SELL,0.01,STRONG SELL,False,True,STAY,0.26,1.61,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,0
AARON,Aaron Industries Limited,273,205895.0,1.83,325.35,INCREASING,INCREASING,70.69,2.48,17.82,-8.99,SELL,BUY,BUY,0.99,STRONG BUY,True,False,STAY,0.8,2.63,0.0,,0,['ENGULFING'],100
AARTECH,Aartech Solonics Limited,163,154374.0,1.17,73.03,NO TREND,INCREASING,69.89,2.66,3.57,0.07,STAY,BUY,BUY,0.67,BUY,False,True,STAY,0.51,1.76,0.0,,0,,0
AARTIDRUGS,Aarti Drugs Limited,3992,110496.0,0.66,449.25,DECREASING,INCREASING,19.06,-1.92,12.0,-4.2,BUY,SELL,SELL,0.97,STRONG SELL,False,False,STAY,-0.32,-1.48,0.0,,-100,,0
AARTIIND,Aarti Industries Limited,24126,1012492.0,0.9,430.85,DECREASING,INCREASING,32.89,2.33,16.58,2.87,BUY,SELL,SELL,0.88,STRONG SELL,False,False,STAY,-0.32,1.09,0.0,,0,,0
AARTIPHARM,Aarti Pharmalabs Limited,3941,391072.0,1.94,653.4,INCREASING,INCREASING,54.19,9.14,30.74,-6.78,STAY,BUY,STRONG BUY,0.3,STAY,False,False,STAY,0.14,5.61,0.0,,0,,0
AARTISURF,Aarti Surfactants Limited,419,3400.0,0.53,644.4,DECREASING,INCREASING,26.44,2.57,34.57,2.26,BUY,SELL,SELL,0.74,STRONG SELL,False,False,STAY,-0.24,-0.58,0.0,,-100,['HARAMI'],-100
AARVEEDEN,Aarvee Denims & Exports Limited,55,13571.0,0.73,69.73,INCREASING,INCREASING,86.0,1.21,1.63,1.28,SELL,BUY,BUY,0.96,STRONG BUY,False,True,STAY,-0.1,0.0,1.95,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300,['DOJI'],100
AARVI,Aarvi Encon Limited,176,6236.0,0.47,133.53,DECREASING,INCREASING,35.34,1.05,5.9,1.81,BUY,BUY,SELL,0.73,BUY,False,False,STAY,0.39,1.54,0.0,,-100,,0
AATMAJ,Aatmaj Healthcare Limited,70,22000.0,0.81,24.55,NO TREND,DECREASING,41.19,-0.76,1.42,-0.46,STAY,SELL,SELL,0.26,STAY,False,False,STAY,0.66,-1.8,0.0,,0,,0
AAVAS,Aavas Financiers Limited,10412,120687.0,0.93,1637.4,DECREASING,NO TREND,35.69,-0.94,36.28,0.98,BUY,BUY,SELL,0.66,STAY,False,False,STAY,-0.08,-0.22,0.0,,0,,-200
ABAN,Aban Offshore Limited,290,24040.0,0.38,62.14,DECREASING,INCREASING,40.95,4.23,2.78,3.16,STAY,SELL,SELL,0.2,STRONG SELL,False,False,STAY,0.1,1.21,0.0,,0,,0
ABB,ABB India Limited,134791,254880.0,0.66,6904.65,DECREASING,INCREASING,33.61,5.97,231.64,1.77,BUY,SELL,SELL,0.77,STRONG SELL,False,True,STAY,-0.24,1.91,0.0,['SPINNINGTOP'],100,,0
ABCAPITAL,Aditya Birla Capital Limited,45603,2781349.0,0.49,186.48,DECREASING,INCREASING,33.02,4.71,6.34,2.37,BUY,SELL,SELL,0.74,STRONG SELL,False,False,STAY,-0.1,1.62,0.0,,0,,0
ABCOTS,A B Cotspin India Limited,251,1000.0,5.0,354.05,DECREASING,INCREASING,33.79,8.74,6.07,-8.9,BUY,STRONG BUY,SELL,0.27,STAY,False,True,STAY,0.18,0.0,3.69,['DOJI'],100,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300
ABFRL,Aditya Birla Fashion and Retail Limited,19509,3286882.0,1.65,288.55,DECREASING,INCREASING,32.81,5.03,9.59,2.24,BUY,SELL,SELL,0.72,STRONG SELL,False,False,STAY,-0.17,1.07,0.0,['INVERTEDHAMMER'],100,,-100
ABHISHEK,Abhishek Corporation Limited,0,0.0,,180.0,NO TREND,INCREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ABINFRA,A B Infrabuild Limited,291,3100.0,0.58,92.25,INCREASING,INCREASING,59.17,-1.4,2.38,4.46,STAY,BUY,SELL,0.06,STAY,False,True,STAY,-0.4,0.0,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'TRISTAR']",300,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",200
ABMINTLLTD,ABM International Limited,57,2521.0,0.85,65.84,NO TREND,INCREASING,46.17,-3.1,4.46,1.7,STAY,SELL,SELL,0.36,STAY,False,False,STAY,0.21,-0.24,-5.73,,0,,0
ABSLAMC,Aditya Birla Sun Life AMC Limited,13108,730991.0,1.47,843.7,INCREASING,INCREASING,68.52,2.87,29.63,-4.42,STAY,BUY,BUY,0.53,STRONG BUY,False,True,STAY,0.06,1.91,0.0,,0,,0
ACC,ACC Limited,46790,1208325.0,1.19,2089.6,DECREASING,INCREASING,32.13,10.18,78.71,-4.32,BUY,SELL,SELL,0.85,STRONG SELL,False,False,STAY,-0.7,4.43,0.0,,0,,0
ACCELYA,Accelya Solutions India Limited,2507,9614.0,0.85,1457.6,DECREASING,INCREASING,20.14,0.21,53.94,5.44,BUY,BUY,SELL,0.76,STRONG SELL,False,False,STAY,0.35,-0.51,0.0,,0,['HARAMI'],100
ACCENTMIC,Accent Microcell Limited,517,15500.0,0.71,240.35,DECREASING,DECREASING,37.19,-3.44,9.99,0.96,BUY,SELL,SELL,0.94,STAY,False,False,STAY,0.54,-1.5,-5.88,,0,,0
ACCORD,Accord Synergy Limited,10,8000.0,4.0,29.9,NO TREND,NO TREND,29.77,-13.74,0.71,-27.12,BUY,SELL,STRONG SELL,0.27,SELL,False,True,STAY,0.2,0.0,-10.7,['DOJI'],0,['DOJI'],100
ACCURACY,Accuracy Shipping Limited,149,185299.0,0.57,9.34,DECREASING,DECREASING,42.64,0.0,0.53,1.64,STAY,SELL,SELL,0.46,STAY,False,False,STAY,0.17,-1.68,0.0,,0,,0
ACE,Action Construction Equipment Limited,16989,153884.0,0.69,1225.15,DECREASING,INCREASING,41.33,3.03,55.08,3.49,STAY,BUY,SELL,0.25,STAY,False,False,STAY,0.04,1.62,0.0,,0,['HARAMI'],100
ACEINTEG,Ace Integrated Solutions Limited,31,68883.0,2.28,29.63,DECREASING,DECREASING,37.19,6.6,2.22,-8.56,BUY,SELL,SELL,0.36,SELL,False,False,STAY,-0.19,2.0,0.0,,-100,['HARAMI'],100
ACI,Archean Chemical Industries Limited,8255,174465.0,0.76,679.85,INCREASING,INCREASING,52.19,6.4,26.76,0.97,STAY,BUY,BUY,0.65,STAY,False,False,STAY,-0.03,2.39,0.0,,0,,0
ACL,Andhra Cements Limited,716,21352.0,0.72,79.1,DECREASING,DECREASING,35.49,0.32,3.18,2.45,BUY,SELL,SELL,0.86,STRONG SELL,False,False,STAY,-0.06,-0.5,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,-100
ACLGATI,Allcargo Gati Limited,1251,242778.0,0.62,91.58,DECREASING,DECREASING,33.26,4.29,3.13,1.82,BUY,SELL,SELL,0.97,STRONG SELL,False,False,STAY,0.22,1.55,0.0,['HAMMER'],100,['ENGULFING'],100
ACSAL,Arvind and Company Shipping Agencies Limited,54,6000.0,1.82,90.25,DECREASING,INCREASING,28.08,-1.46,3.24,3.3,BUY,BUY,SELL,0.36,BUY,False,True,STAY,0.3,0.0,-2.05,['DOJI'],100,['DOJI'],100
ADANIENSOL,Adani Energy Solutions Limited,114527,22977900.0,2.32,648.95,DECREASING,INCREASING,23.24,-2.3,61.35,-1.05,BUY,SELL,SELL,0.99,STRONG SELL,False,False,STAY,-0.74,-1.4,-15.38,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400,,-200
ADANIENT,Adani Enterprises Limited,364469,20936318.0,2.36,2228.0,DECREASING,INCREASING,19.28,3.24,145.2,-6.33,BUY,SELL,SELL,0.89,STRONG SELL,False,False,STAY,-0.83,6.04,0.0,,0,,0
ADANIGREEN,Adani Green Energy Limited,290693,22034299.0,3.27,1051.8,DECREASING,INCREASING,13.23,-1.92,85.06,-10.21,BUY,SELL,SELL,1.0,STRONG SELL,False,False,STAY,-0.78,-3.06,0.0,,0,,0
ADANIPORTS,Adani Ports and Special Economic Zone Limited,289858,27084820.0,1.67,1136.75,DECREASING,INCREASING,26.12,4.02,58.24,-5.77,BUY,SELL,SELL,1.0,STRONG SELL,False,False,STAY,-0.81,5.98,0.0,,0,,0
ADANIPOWER,Adani Power Limited,205883,33486660.0,1.97,460.45,DECREASING,INCREASING,14.61,-1.41,28.41,-4.64,BUY,SELL,SELL,1.0,STRONG SELL,False,False,STAY,-0.78,1.15,0.0,,0,['SPINNINGTOP'],0
ADFFOODS,ADF Foods Limited,2031,578841.0,1.69,303.2,NO TREND,INCREASING,52.5,0.22,15.58,-2.55,STAY,BUY,BUY,0.21,STAY,False,False,STAY,0.5,-0.05,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",-100
ADL,Archidply Decor Limited,45,2237.0,1.46,94.99,DECREASING,INCREASING,44.89,0.92,4.4,2.04,STAY,BUY,BUY,0.24,STAY,False,False,STAY,0.22,0.34,0.0,,0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300
ADORWELD,Ador Welding Limited,1864,5230.0,0.54,1153.4,DECREASING,INCREASING,27.88,6.78,43.14,-0.29,BUY,SELL,SELL,0.7,STRONG SELL,False,False,STAY,-0.41,0.47,0.0,,0,"['HARAMI', 'HIGHWAVE', 'SPINNINGTOP']",300
ADROITINFO,Adroit Infotech Limited,32,53145.0,0.77,22.21,NO TREND,INCREASING,49.88,1.2,2.13,1.45,STAY,SELL,STRONG BUY,0.46,STAY,False,False,STAY,0.76,1.93,0.0,['INVERTEDHAMMER'],100,['ENGULFING'],100
ADSL,Allied Digital Services Limited,769,192651.0,0.67,256.8,DECREASING,INCREASING,43.3,2.78,14.07,3.46,STAY,SELL,SELL,0.75,STAY,False,False,STAY,0.65,1.12,0.0,['SPINNINGTOP'],100,,0
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,664,56385.0,1.01,66.35,DECREASING,INCREASING,41.8,9.5,2.66,-5.72,STAY,SELL,SELL,0.01,STAY,False,False,STAY,-0.16,2.92,0.0,['HAMMER'],100,,0
ADVENZYMES,Advanced Enzyme Technologies Limited,3896,116651.0,0.55,366.35,DECREASING,INCREASING,24.21,-0.75,21.75,4.6,BUY,SELL,SELL,0.61,SELL,False,False,STAY,-0.23,-1.21,0.0,,0,,0
AEROFLEX,Aeroflex Industries Limited,1569,465330.0,0.73,179.49,DECREASING,INCREASING,41.53,-0.83,8.76,4.28,STAY,SELL,SELL,0.41,STAY,False,False,STAY,0.65,-1.22,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,,0
AETHER,Aether Industries Limited,10352,31100.0,1.47,813.6,DECREASING,DECREASING,30.81,-3.4,29.43,0.6,BUY,SELL,SELL,0.0,STAY,False,False,STAY,0.33,-1.38,0.0,['ENGULFING'],100,,0
AFFLE,Affle (India) Limited,14605,151176.0,0.61,1585.8,NO TREND,INCREASING,50.65,4.83,63.78,1.92,STAY,BUY,BUY,0.38,STAY,False,False,STAY,0.14,2.27,0.0,,0,,0
AGARIND,Agarwal Industrial Corporation Limited,1197,17494.0,0.65,1004.95,DECREASING,INCREASING,36.92,-1.73,42.53,1.61,BUY,SELL,SELL,0.57,STRONG SELL,False,False,STAY,-0.48,-2.41,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300,,0
AGARWALFT,Agarwal Float Glass India Limited,38,0.0,0.0,86.7,DECREASING,INCREASING,53.63,0.0,2.99,7.69,STAY,BUY,BUY,0.33,STAY,False,False,STAY,-0.12,0.0,0.0,,0,['DOJI'],100
AGI,AGI Greenpac Limited,4700,105489.0,0.65,906.15,DECREASING,INCREASING,45.01,0.4,40.18,2.75,STAY,BUY,SELL,0.0,STAY,False,False,STAY,0.6,-0.53,0.0,,0,['HARAMI'],100
AGNI,Agni Green Power Limited,114,15000.0,0.38,35.0,DECREASING,INCREASING,33.63,1.14,1.85,-4.79,BUY,SELL,SELL,1.0,STRONG SELL,False,False,STAY,-0.4,9.38,0.0,['ENGULFING'],100,['MARUBOZU'],100
AGRITECH,Agri-Tech (India) Limited,134,8822.0,0.87,179.05,DECREASING,INCREASING,26.94,-0.17,11.83,2.99,BUY,SELL,SELL,0.91,STRONG SELL,False,False,STAY,0.34,-1.62,0.0,,0,,0
AGROPHOS,Agro Phos India Limited,73,73523.0,1.41,40.16,DECREASING,INCREASING,38.25,2.96,2.2,-0.63,BUY,BUY,SELL,0.13,STAY,False,False,STAY,0.52,1.01,0.0,,0,['HARAMI'],100
AGSTRA,AGS Transact Technologies Limited,818,269879.0,1.02,79.82,DECREASING,INCREASING,31.03,1.34,4.6,2.53,BUY,SELL,SELL,0.15,STRONG SELL,False,False,STAY,0.42,0.62,0.0,,0,,0
AGUL,A G Universal Limited,29,0.0,0.0,47.9,DECREASING,NO TREND,30.35,-0.0,1.17,7.69,BUY,SELL,SELL,0.94,STRONG SELL,False,True,STAY,0.01,0.0,0.0,['DOJI'],100,['DOJI'],100
AHIMSA,Ahimsa Industries Limited,8,0.0,0.0,60.75,INCREASING,INCREASING,100.0,0.0,0.62,7.69,SELL,BUY,BUY,0.94,BUY,False,True,STAY,-0.28,0.0,0.0,['DOJI'],100,"['GAPSIDESIDEWHITE', 'DOJI']",200
AHL,Abans Holdings Limited,1335,383223.0,2.84,378.6,NO TREND,INCREASING,50.2,9.02,21.51,-2.57,STAY,BUY,SELL,0.13,STAY,False,False,STAY,0.28,4.83,0.0,,-100,,0
AHLADA,Ahlada Engineers Limited,141,64484.0,1.1,83.95,DECREASING,INCREASING,21.84,-2.03,4.0,1.32,BUY,SELL,SELL,0.95,STRONG SELL,False,False,STAY,-0.45,-2.59,0.0,,-100,,0
AHLEAST,Asian Hotels (East) Limited,235,14410.0,1.16,155.72,DECREASING,INCREASING,44.52,3.39,8.27,-1.25,STAY,BUY,SELL,0.56,STAY,False,False,STAY,0.49,1.84,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,['SPINNINGTOP'],100
AHLUCONT,Ahluwalia Contracts (India) Limited,6842,63111.0,0.84,927.55,DECREASING,INCREASING,24.62,-1.98,40.04,2.02,BUY,SELL,SELL,0.96,STRONG SELL,False,False,STAY,0.2,-1.79,0.0,,0,,0
AHLWEST,Asian Hotels (West) Limited,0,0.0,,144.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AIAENG,AIA Engineering Limited,36928,20835.0,0.61,3414.95,DECREASING,INCREASING,20.83,1.06,98.96,2.93,BUY,SELL,SELL,0.96,STRONG SELL,False,False,STAY,-0.11,0.72,0.0,['HAMMER'],100,,0
AIFL,Ashapura Intimates Fashion Limited,0,0.0,,1.55,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AILIMITED,Abhishek Integrations Limited,21,0.0,0.0,67.0,DECREASING,INCREASING,37.28,0.0,1.09,7.69,BUY,SELL,SELL,0.28,STRONG SELL,False,True,STAY,-0.08,0.0,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300,"['GAPSIDESIDEWHITE', 'DOJI']",200
AIRAN,Airan Limited,290,200557.0,0.63,29.06,DECREASING,INCREASING,34.38,-2.12,2.15,2.76,BUY,BUY,SELL,0.91,BUY,False,False,STAY,-0.45,-3.49,0.0,,0,,0
AIROLAM,Airo Lam limited,230,4257.0,0.59,115.32,DECREASING,INCREASING,33.42,-0.76,6.39,0.35,BUY,SELL,SELL,0.1,STRONG SELL,False,False,STAY,0.22,1.99,0.0,,0,,0
AISL,ANI Integrated Services Limited,72,0.0,0.0,190.0,NO TREND,INCREASING,43.88,0.0,5.65,7.69,STAY,BUY,BUY,0.07,STAY,False,True,STAY,-0.19,0.0,0.0,['DOJI'],100,['DOJI'],100
AJANTPHARM,Ajanta Pharma Limited,28582,57301.0,0.82,2960.05,DECREASING,INCREASING,41.23,1.37,101.52,2.36,STAY,BUY,STRONG BUY,0.32,STAY,False,True,STAY,0.24,0.51,0.0,['SPINNINGTOP'],100,,0
AJMERA,Ajmera Realty & Infra India Limited,2564,62442.0,0.94,924.2,INCREASING,INCREASING,61.83,4.38,50.36,1.39,STAY,BUY,STRONG BUY,0.1,STAY,False,False,STAY,-0.16,4.31,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'HAMMER', 'HIGHWAVE', 'SPINNINGTOP']",600,['MARUBOZU'],100
AJOONI,Ajooni Biotech Limited,51,921390.0,1.47,7.79,DECREASING,INCREASING,44.71,10.24,0.51,-0.2,STAY,BUY,STRONG BUY,0.01,STAY,False,False,STAY,0.17,3.87,0.0,,0,,0
AJRINFRA,AJR INFRA AND TOLLING LIMITED,0,0.0,,0.7,NO TREND,DECREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,SELL,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AKASH,Akash Infra-Projects Limited,52,2845.0,0.18,34.27,DECREASING,INCREASING,44.77,3.67,2.43,1.4,STAY,BUY,SELL,0.01,STRONG SELL,False,False,STAY,0.2,0.29,0.0,['INVERTEDHAMMER'],100,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
AKG,Akg Exim Limited,56,14956.0,0.48,17.95,DECREASING,DECREASING,37.05,2.91,0.93,1.05,BUY,BUY,SELL,0.55,STRONG SELL,False,False,STAY,0.27,1.99,0.0,,0,,0
AKI,AKI India Limited,134,35332.0,0.83,17.81,DECREASING,NO TREND,39.38,-1.35,1.08,1.34,BUY,BUY,SELL,0.53,STAY,False,False,STAY,0.35,-1.11,0.0,,0,,0
AKSHAR,Akshar Spintex Limited,67,801569.0,0.27,0.71,DECREASING,DECREASING,16.62,1.94,0.04,5.96,BUY,SELL,SELL,0.0,STRONG SELL,False,True,STAY,-0.18,0.0,1.41,['DOJI'],100,['DOJI'],100
AKSHARCHEM,AksharChem India Limited,203,5859.0,0.85,294.1,NO TREND,INCREASING,38.52,1.89,13.0,4.08,BUY,BUY,SELL,0.01,STAY,False,False,STAY,-0.11,-0.56,0.0,,-100,['HARAMI'],100
AKSHOPTFBR,Aksh Optifibre Limited,130,697055.0,1.34,9.6,NO TREND,DECREASING,46.58,1.66,0.83,1.74,STAY,SELL,SELL,0.03,STAY,False,False,BUY,0.5,0.21,0.0,,-100,"['DOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS', 'HIGHWAVE', 'SPINNINGTOP']",600
AKZOINDIA,Akzo Nobel India Limited,10859,17699.0,1.1,3639.0,DECREASING,INCREASING,34.12,0.44,168.25,5.23,BUY,SELL,SELL,0.02,STAY,False,False,STAY,0.48,-0.44,0.0,"['DOJI', 'LONGLEGGEDDOJI']",100,['TRISTAR'],100
ALANKIT,Alankit Limited,398,292964.0,0.49,20.49,NO TREND,INCREASING,38.42,1.59,1.15,4.88,BUY,BUY,SELL,0.06,STAY,False,False,STAY,0.18,0.54,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS', 'SPINNINGTOP']",500
ALBERTDAVD,Albert David Limited,614,2581.0,0.86,1268.95,DECREASING,INCREASING,31.36,-0.68,54.8,2.09,BUY,BUY,SELL,0.72,STRONG SELL,False,False,STAY,0.16,-2.31,0.0,,-100,,0
ALCHEM,Alchemist Limited,0,0.0,,3.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ALEMBICLTD,Alembic Limited,2142,281488.0,0.57,124.11,NO TREND,INCREASING,38.99,1.46,5.24,3.04,BUY,BUY,SELL,0.0,STAY,False,False,STAY,0.21,0.66,0.0,,0,,0
ALICON,Alicon Castalloy Limited,1327,24872.0,1.47,1114.6,DECREASING,INCREASING,28.36,-2.4,51.18,-1.99,BUY,SELL,SELL,0.9,STRONG SELL,False,False,STAY,-0.46,-3.7,0.0,,0,,0
ALKALI,Alkali Metals Limited,105,3666.0,0.4,113.46,DECREASING,INCREASING,42.01,0.88,5.32,2.09,STAY,BUY,SELL,0.03,STAY,False,False,STAY,0.23,1.52,0.0,,0,,0
ALKEM,Alkem Laboratories Limited,59089,108513.0,0.37,5583.35,DECREASING,INCREASING,38.87,-0.87,179.35,2.92,BUY,SELL,SELL,0.83,BUY,False,False,STAY,-0.48,-0.39,0.0,['SPINNINGTOP'],100,,0
ALKYLAMINE,Alkyl Amines Chemicals Limited,9273,21480.0,0.74,1914.65,DECREASING,DECREASING,27.22,0.43,65.38,3.81,BUY,SELL,SELL,0.77,STRONG SELL,False,False,STAY,0.21,-0.8,0.0,,-200,['HARAMI'],100
ALLCARGO,Allcargo Logistics Limited,7036,1508942.0,1.0,52.54,DECREASING,DECREASING,30.33,0.31,1.68,2.1,BUY,SELL,SELL,0.72,STRONG SELL,False,False,STAY,-0.18,0.36,0.0,,-100,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
ALLETEC,All E Technologies Limited,507,69200.0,1.08,540.5,INCREASING,INCREASING,65.31,4.82,29.41,-8.0,STAY,BUY,BUY,0.3,SELL,False,False,STAY,0.53,5.78,0.0,,0,,0
ALLSEC,Allsec Technologies Limited,1113,23643.0,0.9,922.55,DECREASING,INCREASING,44.37,-2.33,51.06,-1.2,STAY,SELL,SELL,0.51,STRONG SELL,False,False,STAY,-0.18,-1.86,0.0,"['HIGHWAVE', 'SPINNINGTOP']",200,,-100
ALMONDZ,Almondz Global Securities Limited,279,20348.0,0.63,27.5,DECREASING,INCREASING,36.7,-0.91,1.06,6.24,BUY,BUY,SELL,0.16,STAY,False,False,STAY,0.34,-0.72,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,,-100
ALOKINDS,Alok Industries Limited,12835,5692104.0,0.88,20.33,DECREASING,INCREASING,30.97,3.32,0.76,1.2,BUY,SELL,SELL,0.47,STRONG SELL,False,False,STAY,0.41,1.25,0.0,,0,['HARAMI'],100
ALPA,Alpa Laboratories Limited,175,6770.0,0.46,110.78,DECREASING,INCREASING,42.56,0.47,4.15,4.04,STAY,SELL,SELL,0.34,STAY,False,False,STAY,0.34,-0.42,0.0,,0,,-100
ALPEXSOLAR,Alpex Solar Limited,813,77800.0,0.62,836.8,NO TREND,INCREASING,42.63,-4.47,50.19,1.18,STAY,BUY,STRONG SELL,0.0,STAY,False,False,STAY,0.17,-3.82,0.0,"['3INSIDE', 'DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500,,0
ALPHAGEO,Alphageo (India) Limited,208,8139.0,0.76,360.85,DECREASING,INCREASING,35.26,3.1,19.32,4.07,BUY,SELL,SELL,0.96,SELL,False,False,STAY,-0.26,0.6,0.0,['ENGULFING'],100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",200
ALPSINDUS,Alps Industries Limited,7,0.0,0.0,3.99,INCREASING,INCREASING,50.13,0.0,0.16,7.69,STAY,BUY,BUY,0.53,STAY,False,True,STAY,-0.47,0.0,0.0,['DOJI'],0,['DOJI'],100
