STOCK,COMPANY_NAME,MARKET_CAP(CR),VOLUME,RELATIVE_VOLUME,PRICE,TREND_THREE,TREND_SIX,RSI,RSI_DIFF,ATR,ATR_DIFF,RSI_INDICATOR,UPTREND_INDICATOR,MOVING_AVG_IND,STRENGTH,CHART_INDICATOR,BREAKOUT,LAST_THREE_CANDEL,NADARAYA_WATSON,VOL_PRC_CORR,PRICE_DIFF,PEICE_GAP_PCTG,CDL_NME_YES,CDL_SCR_YES,CDL_NME_TDY,CDL_SCR_TDY
AARVI,Aarvi Encon Limited,176,662.0,0.06,137.19,DECREASING,INCREASING,44.42,3.71,5.76,4.13,STAY,SELL,SELL,0.91,STAY,False,False,STAY,0.38,0.12,0.0,['ENGULFING'],100,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
AATMAJ,Aatmaj Healthcare Limited,70,4000.0,0.2,25.0,NO TREND,DECREASING,43.85,-1.59,1.22,3.9,STAY,SELL,SELL,0.28,STAY,False,True,STAY,0.64,0.81,0.0,,0,,0
AAVAS,Aavas Financiers Limited,10412,4979.0,0.08,1687.2,DECREASING,NO TREND,50.25,5.77,34.17,2.95,STAY,BUY,BUY,0.04,STAY,False,True,STAY,-0.18,0.93,0.0,,0,,0
ABAN,Aban Offshore Limited,290,10966.0,0.34,65.3,DECREASING,INCREASING,51.08,5.48,2.63,0.76,STAY,BUY,STRONG BUY,0.08,STAY,False,False,STAY,0.18,3.0,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,,0
ABB,ABB India Limited,134791,3639.0,0.01,7462.4,DECREASING,INCREASING,46.42,-0.83,238.77,5.84,STAY,BUY,BUY,0.0,STRONG SELL,False,False,STAY,-0.14,-0.77,0.0,,0,,0
ABCAPITAL,Aditya Birla Capital Limited,45603,41272.0,0.02,193.74,DECREASING,INCREASING,40.53,0.53,5.48,5.66,STAY,SELL,SELL,0.21,STRONG SELL,False,False,STAY,0.09,-0.29,0.0,['SPINNINGTOP'],100,,0
ABCOTS,A B Cotspin India Limited,251,19000.0,4.63,379.85,DECREASING,INCREASING,59.26,11.36,5.65,-22.05,STAY,STRONG BUY,BUY,0.0,STAY,False,True,STAY,0.21,0.0,5.75,['DOJI'],100,['DOJI'],100
ABFRL,Aditya Birla Fashion and Retail Limited,19509,104631.0,0.03,312.9,DECREASING,INCREASING,50.92,3.09,9.48,4.2,STAY,BUY,BUY,0.02,STRONG SELL,False,True,STAY,-0.23,1.39,0.0,,0,['MARUBOZU'],100
ABHISHEK,Abhishek Corporation Limited,0,0.0,,180.0,NO TREND,INCREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ABINFRA,A B Infrabuild Limited,291,4763.0,0.74,92.0,NO TREND,INCREASING,57.31,4.18,1.89,0.35,STAY,BUY,SELL,0.06,STAY,False,True,STAY,-0.38,0.0,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,"['DOJI', 'TRISTAR']",200
ABMINTLLTD,ABM International Limited,57,116.0,0.05,68.8,DECREASING,INCREASING,51.92,-0.93,4.76,6.21,STAY,SELL,SELL,0.26,STAY,False,False,STAY,0.14,0.0,0.0,,-100,"['DOJI', 'DOJISTAR', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400
ABSLAMC,Aditya Birla Sun Life AMC Limited,13108,15140.0,0.03,878.2,INCREASING,INCREASING,66.42,-1.79,39.1,5.18,STAY,BUY,BUY,0.96,STRONG BUY,False,False,STAY,-0.09,-0.66,0.0,,0,,0
ACC,ACC Limited,46790,18497.0,0.03,2204.95,DECREASING,INCREASING,47.86,-0.16,73.38,6.7,STAY,BUY,SELL,0.45,STRONG SELL,False,False,STAY,-0.6,-0.13,0.0,,0,"['DOJI', 'LONGLEGGEDDOJI']",200
ACCELYA,Accelya Solutions India Limited,2507,1874.0,0.07,1556.25,DECREASING,INCREASING,44.31,5.2,48.22,2.13,STAY,SELL,STRONG BUY,0.88,STRONG SELL,False,True,STAY,0.01,0.7,0.0,,0,,0
ACCENTMIC,Accent Microcell Limited,517,12000.0,1.03,251.8,DECREASING,DECREASING,43.39,5.79,9.65,2.11,STAY,BUY,STRONG BUY,0.04,STAY,False,False,STAY,0.77,0.32,0.71,"['DOJI', 'LONGLEGGEDDOJI', 'SPINNINGTOP']",300,,0
ACCORD,Accord Synergy Limited,10,0.0,0.0,29.45,NO TREND,NO TREND,32.23,0.0,0.71,7.69,BUY,SELL,SELL,0.07,STRONG SELL,False,False,STAY,-0.06,0.0,0.0,['DOJI'],100,['DOJI'],100
ACCURACY,Accuracy Shipping Limited,149,64711.0,0.38,10.05,DECREASING,DECREASING,51.06,6.26,0.48,-0.08,STAY,BUY,STRONG BUY,0.08,STAY,False,False,STAY,0.25,-0.89,2.52,,0,,0
ACE,Action Construction Equipment Limited,16989,5637.0,0.05,1292.5,DECREASING,INCREASING,47.04,0.03,58.17,5.88,STAY,BUY,BUY,0.03,STAY,False,False,STAY,0.14,-0.12,0.0,,0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",100
ACEINTEG,Ace Integrated Solutions Limited,31,21447.0,0.12,32.21,NO TREND,DECREASING,49.2,-2.74,2.3,4.62,STAY,SELL,STRONG SELL,0.18,SELL,False,False,STAY,0.02,-0.92,-4.94,['HARAMI'],100,['DOJI'],100
ACI,Archean Chemical Industries Limited,8255,17769.0,0.08,702.05,INCREASING,INCREASING,56.21,2.01,24.77,4.38,STAY,BUY,BUY,0.62,STAY,False,False,STAY,-0.06,0.87,0.0,,0,,0
ACL,Andhra Cements Limited,716,2272.0,0.18,81.5,DECREASING,DECREASING,44.84,2.77,2.93,4.63,STAY,BUY,SELL,0.49,STRONG SELL,False,False,STAY,0.14,0.74,0.0,,0,,0
ACLGATI,Allcargo Gati Limited,1251,32001.0,0.19,95.5,DECREASING,DECREASING,44.1,1.48,2.72,5.63,STAY,BUY,SELL,0.64,STRONG SELL,False,True,STAY,0.25,0.47,0.0,['SPINNINGTOP'],100,,0
ACSAL,Arvind and Company Shipping Agencies Limited,54,12000.0,0.48,86.7,DECREASING,INCREASING,28.17,3.82,3.23,3.64,BUY,SELL,SELL,0.7,BUY,False,True,STAY,0.14,0.0,0.12,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",300,"['DOJI', 'TRISTAR']",200
ADANIENSOL,Adani Energy Solutions Limited,114527,787046.0,0.07,719.0,DECREASING,NO TREND,37.97,7.16,56.9,-0.49,BUY,SELL,SELL,0.86,STRONG SELL,False,False,BUY,-0.65,4.22,4.02,,0,['MARUBOZU'],100
ADANIENT,Adani Enterprises Limited,364469,293057.0,0.03,2433.95,DECREASING,INCREASING,37.51,1.83,137.95,4.01,BUY,SELL,SELL,0.59,STRONG SELL,False,False,BUY,-0.78,-0.25,0.53,,0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",100
ADANIGREEN,Adani Green Energy Limited,290693,502951.0,0.04,1050.0,DECREASING,INCREASING,26.49,5.88,90.94,2.44,BUY,SELL,SELL,0.89,STRONG SELL,False,False,STAY,-0.73,2.94,2.61,['ENGULFING'],100,,0
ADANIPORTS,Adani Ports and Special Economic Zone Limited,289858,192270.0,0.01,1200.65,DECREASING,INCREASING,39.76,0.09,59.47,6.55,BUY,SELL,SELL,0.67,STRONG SELL,False,False,BUY,-0.7,0.33,0.0,['ENGULFING'],100,"['DOJI', 'LONGLEGGEDDOJI']",200
ADANIPOWER,Adani Power Limited,205883,1512639.0,0.05,546.3,DECREASING,INCREASING,48.35,5.13,32.41,2.03,STAY,STRONG BUY,SELL,0.58,STRONG SELL,False,False,BUY,-0.69,2.23,0.92,['ENGULFING'],100,,0
ADFFOODS,ADF Foods Limited,2031,48398.0,0.11,325.15,NO TREND,INCREASING,59.97,-1.16,16.81,3.82,STAY,BUY,BUY,0.99,STRONG BUY,False,False,STAY,0.41,0.06,0.0,,-100,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
ADL,Archidply Decor Limited,45,2.0,0.0,97.8,NO TREND,INCREASING,51.76,0.13,4.68,-0.04,STAY,BUY,BUY,0.02,STAY,False,False,STAY,0.43,5.05,0.0,['ENGULFING'],100,['MARUBOZU'],100
ADORWELD,Ador Welding Limited,1864,1335.0,0.2,1206.25,DECREASING,INCREASING,40.91,3.74,43.2,2.23,STAY,SELL,SELL,0.48,STRONG SELL,False,False,STAY,-0.31,2.49,0.0,['ENGULFING'],100,['MARUBOZU'],100
ADROITINFO,Adroit Infotech Limited,32,9549.0,0.27,22.25,INCREASING,INCREASING,48.98,-0.14,1.88,2.45,STAY,SELL,SELL,0.47,STAY,False,False,STAY,0.74,-4.42,0.0,,0,,0
ADSL,Allied Digital Services Limited,769,27123.0,0.16,261.9,DECREASING,INCREASING,43.61,2.17,13.52,4.22,STAY,BUY,SELL,0.82,STAY,False,False,STAY,0.7,1.14,0.0,['SPINNINGTOP'],100,,0
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,664,6929.0,0.07,70.4,NO TREND,INCREASING,54.1,-1.15,2.79,4.94,STAY,BUY,BUY,0.01,STAY,False,False,STAY,0.09,-0.71,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",200,,0
ADVENZYMES,Advanced Enzyme Technologies Limited,3896,16263.0,0.1,393.65,DECREASING,INCREASING,35.88,2.09,23.14,5.15,BUY,SELL,SELL,0.36,SELL,False,True,STAY,-0.1,0.19,0.0,,0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300
AEROFLEX,Aeroflex Industries Limited,1569,100020.0,0.23,195.58,NO TREND,INCREASING,54.25,2.33,8.02,2.88,STAY,BUY,BUY,0.12,STAY,False,True,STAY,0.49,1.38,0.0,,0,,0
AETHER,Aether Industries Limited,10352,1140.0,0.06,823.75,NO TREND,DECREASING,38.75,1.29,24.08,4.29,BUY,BUY,SELL,0.06,STAY,False,False,STAY,0.49,0.09,0.0,['HARAMI'],100,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400
AFFLE,Affle (India) Limited,14605,4909.0,0.02,1611.85,INCREASING,INCREASING,54.57,0.94,53.76,4.83,STAY,BUY,BUY,0.49,STAY,False,False,STAY,0.11,-0.81,0.0,,0,,0
AGARIND,Agarwal Industrial Corporation Limited,1197,4729.0,0.26,1118.25,NO TREND,INCREASING,56.84,5.17,42.05,-0.18,STAY,BUY,BUY,0.15,STAY,False,True,STAY,-0.47,2.63,0.0,,0,,0
AGARWALFT,Agarwal Float Glass India Limited,38,3000.0,0.83,84.5,NO TREND,INCREASING,49.83,0.09,2.77,-1.34,STAY,BUY,BUY,0.48,STAY,False,True,STAY,-0.18,4.0,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'INVERTEDHAMMER']",400,['MARUBOZU'],100
AGI,AGI Greenpac Limited,4700,2366.0,0.02,910.5,NO TREND,INCREASING,41.85,1.66,38.37,5.6,STAY,BUY,SELL,0.01,STAY,False,False,STAY,0.45,0.46,0.0,,-100,['HARAMI'],100
AGNI,Agni Green Power Limited,114,20000.0,1.38,35.0,DECREASING,INCREASING,35.99,-3.36,1.51,-1.75,BUY,SELL,SELL,0.71,STRONG SELL,False,True,STAY,-0.27,2.79,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'HAMMER']",400,,0
AGRITECH,Agri-Tech (India) Limited,134,16593.0,0.66,207.0,DECREASING,INCREASING,55.21,5.16,10.23,-3.62,STAY,BUY,BUY,0.24,BUY,False,False,STAY,0.14,2.53,0.0,,0,,0
AGROPHOS,Agro Phos India Limited,73,3714.0,0.09,42.39,DECREASING,INCREASING,48.97,0.39,1.93,4.82,STAY,BUY,SELL,0.07,STAY,False,False,STAY,0.6,-0.96,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,0
AGSTRA,AGS Transact Technologies Limited,818,40401.0,0.21,83.58,DECREASING,INCREASING,41.47,5.25,3.77,2.84,STAY,SELL,SELL,0.87,BUY,False,False,STAY,0.53,2.19,0.0,,0,['MARUBOZU'],100
AGUL,A G Universal Limited,29,18000.0,2.65,57.8,DECREASING,NO TREND,52.76,-6.89,2.37,-5.75,STAY,BUY,BUY,0.23,STRONG SELL,False,False,STAY,0.19,-0.43,0.0,,0,,-100
AHIMSA,Ahimsa Industries Limited,8,0.0,,60.75,INCREASING,INCREASING,100.0,0.0,0.44,7.69,SELL,BUY,BUY,0.84,BUY,False,True,STAY,-0.16,0.0,0.0,['DOJI'],100,['DOJI'],100
AHL,Abans Holdings Limited,1335,2247.0,0.02,373.85,NO TREND,INCREASING,49.53,2.03,17.9,5.29,STAY,BUY,SELL,0.06,STAY,False,False,STAY,0.29,0.77,0.0,,0,,0
AHLADA,Ahlada Engineers Limited,141,4778.0,0.09,85.6,DECREASING,INCREASING,29.89,5.19,3.27,3.81,BUY,SELL,SELL,0.82,STRONG SELL,False,False,STAY,-0.51,-0.12,0.08,,0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",300
AHLEAST,Asian Hotels (East) Limited,235,5703.0,0.27,172.95,DECREASING,INCREASING,58.08,4.04,9.86,-2.08,STAY,STRONG BUY,BUY,0.48,STAY,False,True,STAY,0.48,3.23,0.0,"['MORNINGDOJISTAR', 'MORNINGSTAR']",200,,0
AHLUCONT,Ahluwalia Contracts (India) Limited,6842,2734.0,0.08,993.9,DECREASING,INCREASING,41.28,1.4,37.37,5.05,STAY,SELL,SELL,0.11,STRONG SELL,False,False,STAY,0.31,-0.11,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",300,"['DOJI', 'LONGLEGGEDDOJI']",0
AHLWEST,Asian Hotels (West) Limited,0,0.0,,144.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AIAENG,AIA Engineering Limited,36928,1479.0,0.06,3449.0,DECREASING,INCREASING,22.9,0.14,93.35,5.25,BUY,SELL,SELL,0.83,STRONG SELL,False,False,STAY,0.03,-0.03,0.0,,-300,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI', 'HARAMI', 'HARAMICROSS']",300
AIFL,Ashapura Intimates Fashion Limited,0,0.0,,1.55,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AILIMITED,Abhishek Integrations Limited,21,7500.0,3.12,75.8,DECREASING,INCREASING,63.9,7.81,1.27,-13.15,STAY,BUY,BUY,0.8,STRONG SELL,False,True,STAY,0.16,0.0,4.55,['DOJI'],100,['DOJI'],100
AIRAN,Airan Limited,290,13154.0,0.09,31.79,DECREASING,INCREASING,42.43,4.01,1.92,4.53,STAY,SELL,SELL,0.14,BUY,False,False,STAY,-0.41,1.11,0.0,,0,,0
AIROLAM,Airo Lam limited,230,1410.0,0.26,123.01,DECREASING,INCREASING,49.45,-2.65,6.04,3.15,STAY,BUY,BUY,0.48,STAY,False,False,STAY,0.21,1.31,0.0,,0,['INVERTEDHAMMER'],100
AISL,ANI Integrated Services Limited,72,600.0,5.0,186.2,NO TREND,INCREASING,42.25,-5.27,4.81,1.62,STAY,BUY,SELL,0.03,STAY,False,True,STAY,-0.39,0.0,-2.04,['DOJI'],100,['DOJI'],100
AJANTPHARM,Ajanta Pharma Limited,28582,1263.0,0.02,2997.05,NO TREND,INCREASING,43.02,-2.35,102.01,3.66,STAY,BUY,BUY,0.02,STAY,False,False,STAY,0.13,-1.5,0.0,,0,,-200
AJMERA,Ajmera Realty & Infra India Limited,2564,60987.0,0.35,1088.95,INCREASING,INCREASING,71.85,3.31,59.76,-0.32,SELL,BUY,BUY,0.85,STRONG BUY,False,True,STAY,-0.36,2.93,0.0,,0,,0
AJOONI,Ajooni Biotech Limited,51,28075.0,0.05,7.84,NO TREND,INCREASING,49.7,2.88,0.44,5.09,STAY,BUY,BUY,0.0,STAY,False,True,STAY,-0.07,1.69,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",300,,0
AJRINFRA,AJR INFRA AND TOLLING LIMITED,0,0.0,,0.7,NO TREND,DECREASING,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,SELL,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
AKASH,Akash Infra-Projects Limited,52,14087.0,0.95,34.8,NO TREND,INCREASING,49.13,4.9,2.36,-5.16,STAY,BUY,STRONG BUY,0.0,STAY,False,False,STAY,0.25,8.75,0.0,,0,['ENGULFING'],100
AKG,Akg Exim Limited,56,533.0,0.03,18.05,DECREASING,DECREASING,40.57,1.18,0.79,4.97,STAY,BUY,SELL,0.85,STAY,False,False,STAY,0.2,1.23,0.0,,0,,0
AKI,AKI India Limited,134,25492.0,0.24,17.9,DECREASING,NO TREND,38.89,2.9,1.16,-4.13,BUY,BUY,SELL,0.65,STAY,False,False,STAY,-0.17,-1.54,0.0,"['DOJI', 'LONGLEGGEDDOJI']",100,,-200
AKSHAR,Akshar Spintex Limited,67,6989637.0,2.22,0.71,DECREASING,DECREASING,20.42,2.13,0.03,-0.42,BUY,SELL,SELL,0.05,STRONG SELL,False,True,STAY,0.02,0.0,0.0,"['DOJI', 'GRAVESTONEDOJI', 'LONGLEGGEDDOJI']",200,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'TRISTAR']",400
AKSHARCHEM,AksharChem India Limited,203,532.0,0.13,306.0,NO TREND,INCREASING,49.29,5.89,10.95,1.02,STAY,BUY,STRONG BUY,0.23,STAY,False,False,STAY,-0.09,-1.11,0.0,,0,,0
AKSHOPTFBR,Aksh Optifibre Limited,130,73631.0,0.18,10.39,NO TREND,DECREASING,53.08,3.98,0.76,3.13,STAY,BUY,STRONG BUY,0.07,STAY,False,False,STAY,0.68,1.56,0.0,,0,,0
AKZOINDIA,Akzo Nobel India Limited,10859,6425.0,0.36,3754.9,DECREASING,INCREASING,44.16,1.24,151.06,4.87,STAY,SELL,SELL,0.27,STAY,False,False,BUY,0.52,-0.35,0.0,['ENGULFING'],100,,0
ALANKIT,Alankit Limited,398,87031.0,0.25,21.57,NO TREND,INCREASING,49.55,5.86,1.0,1.9,STAY,BUY,SELL,0.08,STAY,False,False,STAY,0.25,2.86,0.0,"['DOJI', 'LONGLEGGEDDOJI']",0,['MARUBOZU'],100
ALBERTDAVD,Albert David Limited,614,614.0,0.22,1279.85,DECREASING,INCREASING,37.45,1.02,44.97,4.49,BUY,BUY,SELL,0.67,STRONG SELL,False,False,STAY,0.26,1.48,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,0
ALCHEM,Alchemist Limited,0,0.0,,3.15,NO TREND,NO TREND,100.0,0.0,0.0,0.0,SELL,BUY,SELL,,STAY,False,True,STAY,,0.0,0.0,['DOJI'],100,['DOJI'],100
ALEMBICLTD,Alembic Limited,2142,68265.0,0.23,131.32,NO TREND,INCREASING,49.35,2.64,4.7,3.21,STAY,BUY,STRONG BUY,0.0,STAY,False,True,STAY,0.3,1.36,0.0,"['DOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",400,,0
ALICON,Alicon Castalloy Limited,1327,2617.0,0.12,1093.55,DECREASING,INCREASING,30.22,5.68,49.61,3.99,BUY,SELL,SELL,0.85,STRONG SELL,False,False,STAY,-0.57,1.92,0.0,,0,,0
ALKALI,Alkali Metals Limited,105,9532.0,1.16,117.57,NO TREND,INCREASING,50.14,5.3,4.95,1.6,STAY,BUY,STRONG BUY,0.01,STAY,False,False,STAY,0.24,-1.09,0.0,['ENGULFING'],100,,0
ALKEM,Alkem Laboratories Limited,59089,2172.0,0.0,5460.3,DECREASING,INCREASING,34.08,0.8,172.93,6.06,BUY,BUY,SELL,0.33,STRONG SELL,False,False,STAY,-0.25,0.02,0.0,,0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'HIGHWAVE', 'SPINNINGTOP']",500
ALKYLAMINE,Alkyl Amines Chemicals Limited,9273,1055.0,0.05,1983.55,DECREASING,DECREASING,36.36,3.57,57.47,4.9,BUY,SELL,SELL,0.14,STRONG SELL,False,True,STAY,0.27,0.59,0.0,['SPINNINGTOP'],100,,0
ALLCARGO,Allcargo Logistics Limited,7036,106798.0,0.08,54.15,DECREASING,DECREASING,41.27,3.35,1.57,3.39,STAY,BUY,SELL,0.28,BUY,False,True,STAY,-0.09,1.04,0.0,['3INSIDE'],100,,0
ALLETEC,All E Technologies Limited,507,53600.0,1.11,573.8,INCREASING,INCREASING,66.1,4.4,31.42,1.01,STAY,BUY,BUY,0.98,STRONG BUY,False,False,STAY,0.26,4.33,0.0,,0,['MARUBOZU'],100
ALLSEC,Allsec Technologies Limited,1113,50579.0,1.39,1030.2,DECREASING,INCREASING,58.77,3.67,49.08,0.44,STAY,BUY,BUY,0.33,STAY,False,False,STAY,-0.11,3.62,0.0,,0,,0
ALMONDZ,Almondz Global Securities Limited,279,238654.0,2.99,26.99,DECREASING,INCREASING,27.52,0.0,1.04,3.69,BUY,BUY,SELL,1.0,STRONG SELL,False,True,STAY,0.2,0.0,0.0,"['DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI', 'TRISTAR']",400,"['GAPSIDESIDEWHITE', 'DOJI', 'DRAGONFLYDOJI', 'LONGLEGGEDDOJI']",400
